Key,Type,Source,ko,en,es,zh-cn,zh-tw
Event_description_39_2,,,"""우리는 마을의 용감한 탐험대였지.""\n\n""지금은 이렇게 나이를 먹고 농장에서\n일을 하고 있지만 말야.""\n\n얘기를 더 듣고 싶지만,\n일할 시간이 다 됐는데 어떻게 할까.","""We may be wrinkly old farmers now, but we used to be brave explorers back in the day.""\n\nI'd love to hear more, but I need to get to work. What should I do?","""Puede que seamos un par de granjeros arrugados ahora, pero solíamos ser exploradores intrépidos"".\n\nMe gustaría oír más, pero tengo que trabajar. ¿Ahora qué hago?",“我们曾隶属于村庄的勇敢探险队。”\n\n“现在都老了，\n在农场干活呢。”\n\n虽然想听更多故事，\n但到了该工作的时候，该怎么办呢。,「我們以前可是村莊的勇敢探險隊。」\n\n「雖然現在已經老了\n還在農場工作。」\n\n雖然還想繼續聽故事，\n但快到工作時間了，該怎麼辦呢？
Event_description_39_3,,,"""아차차, 미안하네..""\n\n""남은 일들은 오늘 안에 무조건 끝내두도록 하지.""\n\n더 얘기하고 싶으셨던 것 같기도.","""Sorry, I'd love to chat but I've gotta finish up my work today!""\n\nHe lets me go, but I think he really wanted to talk more.","""Lo siento. ¡Me encantaría charlar, pero tengo que terminar mi jornada!"".\n\nNos despedimos, pero creo que tenía muchas ganas de conversar más.",“哎呀，抱歉……”\n\n“剩下的事情，我今天内都会做完的。”\n\n他其实看似还想再聊一会的样子。,「哎呀，真抱歉…」\n\n「剩下的工作，我一定會在今天做完的。」\n\n感覺他還想要繼續講呢。
Event_description_39_4,,,"""내 이야기를 경청해 주어서 고맙네.""\n\n""같이 아이스크림이라도 먹으러 가세.""\n\n역시 더위에는 시원한 아이스크림~","""Thanks for hearing me out, youngblood.""\n\n""Hey, let's go get some ice cream together!""\n\nHoo-wee, does this ice cream taste great in the heat!","""Gracias por escucharme, joven"".\n\n¡Vamos a comer helado!"".\n\n¡Uff! Este helado sabe riquísimo, ¡más aún con este calor!",“谢谢你听完我讲的故事。”\n\n“一起去吃个冰激凌吧。”\n\n炎热的天气需要凉爽的冰激凌～,「謝謝你這樣認真傾聽我的故事。」\n\n「我們一起去吃個冰淇淋吧。」\n\n炎熱的夏天就是要來個涼爽的冰淇淋～
Event_description_40_1,,,"몬스터 훈련 시간이 찾아왔다.\n\n""주목! 이번 훈련의 주제는 힘을 합쳐\n다리 건너기입니다.""\n\n""푸리와 함께 훈련할 친구 있나요?","Today I decided to help the monsters train.\n\n""Gather round! Today we're gonna practice teamwork!""\n\n""Who would like to train with Puri?""","Hoy decidí ayudar a los monstruos en su entrenamiento.\n\n""¡Acérquense! ¡Hoy practicaremos el trabajo en equipo!"".\n\n""¿Quién quiere entrenar con Puri?"".",到了训练怪物的时间。\n\n“全体注意！这次训练的主题是\n合力过桥。”\n\n“有没有想和普利一起训练的？”,現在是怪物訓練時間。\n\n「全體注意！這次的訓練主題是\n合力過橋。」\n\n有要和普里一起訓練的朋友嗎？
Event_description_40_2,,,"세 몬스터가 지원했다.\n\n어미 부엉 : 따뜻한 마음씨로 유명하다.\n무공 : 똑똑하다.\n미르 : 톡톡튀는 발랄함을 가졌다.\n\n""과연, 푸리와 잘 맞으면서도 훈련을 멋지게 해낼 몬스터는 누구일까요?""","Three monsters volunteered.\n\nThe kindly Mother Owl, the intelligent Mugong, and the upbeat Mir.\n\nWho's the best pick to train with Puri?","Tres monstruos se ofrecieron como voluntarios.\n\nLa gentil Mamabúho, el inteligente Mugong y el risueño Mir.\n\n¿Cuál será la mejor opción para entrenar con Puri?",新的怪物前来应征了。\n\n母猫头鹰：人尽皆知的热心肠。\n武公：聪慧过人。\n米尔：活泼可爱。\n\n“究竟哪个怪物会和普利非常契合，又可以完美地结束训练呢？”,有三隻怪物自願。\n\n貓頭鷹媽媽：以心地善良著名。\n武公：聰明。\n寶貝龍：擁有活潑開朗的個性。\n\n「究竟哪隻怪物才能和普里合得來，還能順利地完成訓練呢？」
Event_description_40_3,,,"""어미 부엉은 푸리와 함께 일한 적이 있어..!""\n\n어미 부엉은 푸리의 약점을 잘 보완해 주었다.\n\n훈련은 완벽했다!",Mother Owl's patience and guidance helps compensate for Puri's brashness.\n\nThe training goes fine and dandy.,La paciencia y guía de Mamabúho compensan la impulsividad de Puri.\n\nEl entrenamiento va excelente.,“我曾与母猫头鹰一起共事过！”\n\n母猫头鹰很好地弥补了普利的弱电。\n\n训练非常完美！,「貓頭鷹媽媽有和普里一起工作過…！」\n\n貓頭鷹媽媽補足了普里的缺點。\n\n訓練很完美！
Event_description_40_4,,,"""무공의 지혜는 훌륭하지!""\n\n무공은 푸리의 고민을 해결해 주었다.\n\n훈련은 완벽했다!",Mugong is sharp as a tack. He could answer any question Puri might have.\n\nThe training goes just swell.,Mugong es más listo que un coyote. No había una pregunta de Puri que no pudiera contestar.\n\nEl entrenamiento va estupendo.,“武公的智慧是毋庸置疑的！”\n\n武公很好地解决了普利的苦恼。\n\n训练非常完美！,「武公的智慧過人！」\n\n武公解決了普里的苦惱。\n\n訓練很完美！
Event_description_40_5,,,"""미르의 발랄함은 최고야!""\n\n미르는 창의적인 아이디어를 냈다.\n\n훈련은 완벽했다!",Mir's jumpier than a live wire.\n\nHe's creative and a perfect match for Puri's energy.\n\nThe training goes swimmingly.,Mir es más enérgico que un tomacorriente.\n\nSu creatividad lo hace la pareja perfecta para Puri.\n\nEl entrenamiento va de mil maravillas.,“米尔简直是阳光四射！”\n\n米尔出了一个非常创意的点子。\n\n训练非常完美！,「寶貝龍的活潑個性最棒了！」\n\n寶貝龍提出了十分具有創意的點子。\n\n訓練很完美！
Event_description_41_1,,,"""농장을 어떻게 꾸며야 인기를 얻을까?""\n\n'더 많은 명성을 얻고 싶은데..\n좋은 방법 없을까..'",I've been thinking about making the farm more visually appealing.\n\nDrum up some popularity. How should I do it?,He estado pensando en hacer la granja más llamativa visualmente.\n\nQuiero que sea más popular. ¿Cómo lo hago?,“如何装饰农场才能有人气呢？”\n\n“我还想获得更多声望……\n就没有什么好方法吗……”,「要怎麼裝飾農場才可以獲得人氣呢？」\n\n「還想要獲得更多的名聲…\n沒有好方法嗎…」
Event_description_41_2,,,"픽시가 다가오더니 말을 건다.\n\n""난 예술에 재능이 있어! 내가 도움을 줄까~""\n\n""마법의 힘으로 농장을 꾸며줄게!""\n\n어떻게 부탁해볼까?","That little scamp Pixie catches me thinking.\n\n""It seems you need the help of a master artist!""\n\n""Tell me how you want to decorate. I can do it with magic!""\n\nHow should I have Pixie decorate?","El pequeño pícaro de Pixie me escucha.\n\n""¡Parece que necesitas la ayuda de un maestro artístico!"".\n\n""¿Qué decoración le quieres poner? ¡Puedo hacerlo con magia!"".\n\n¿Qué decoración le digo a Pixie que coloque?",费西过来跟我说：\n\n“我对艺术方面很有天赋！我要不要帮你啊？”\n\n“我用魔法之力装饰农场吧！”\n\n要怎么拜托呢？,皮嘻朝我走來並開口說道。\n\n「我有藝術上的天分！要我幫你嗎～」\n\n「我用魔法力量來幫你裝飾農場！」\n\n要怎麼拜託他才好呢？
Event_description_41_3,,,"개성 넘치는 아이템으로 농장이 꽉 찼다. \n\n""음~신선한데?""\n\n""마음에 들어~고마워, 픽시!""","I ask for a farm filled with strange and eclectic items.\n\n""It's so bold and avant garde!""\n\n""I love it! Thanks, Pixie!""","Pido una granja llena de objetos curiosos y eclécticos.\n\n""¡Eso es muy osado y vanguardista!"".\n\n""¡Me encanta! ¡Gracias, Pixie!"".",很多充满个性的道具点缀了整个农场。\n\n“嗯～新奇。”\n\n“我很喜欢～谢谢你，费西！”,充滿個性的道具放滿了農場。\n\n「嗯～真是別有一番滋味欸？」\n\n「我很滿意～謝謝你，皮嘻！」
Event_description_41_4,,,"봄 풍경의 농장이 탄생했다!\n\n'인기 있는 농장이 될 거야.'\n\n""고마워, 픽시!""","I ask for a farm with a lush spring landscape.\n\n""It looks mighty pastoral!""\n\n""Good work, Pixie!""","Pido una granja con un frondoso paisaje primaveral.\n\n""¡Se ve increíblemente campestre!"".\n\n""¡Buen trabajo, Pixie!"".",变成了充满春色的农场！\n\n“这里成为人气爆棚的农场。”\n\n“谢谢你，费西！”,打造出春日風景的農場！\n\n「肯定會成為擁有大人氣的農場。\n\n「謝謝你，皮嘻！」
Event_description_41_5,,,"다른 농장과 비슷하면서도 개성 있는\n농장이 탄생했다!\n\n'내가 바로 인기 농장주!""\n\n""고마워, 픽시!""","I ask for a farm similar to my neighbors' but still unique.\n\n""The neighbors are gonna love this. Thanks, Pixie!""","Pido una granja que sea similar a la de mi vecino, pero única.\n\n""A los vecinos les encantará. ¡Gracias, Pixie!"".",变成了和其他农场相似，\n又充满个性的农场！\n\n“我就是人气农场主！”\n\n“谢谢你，费西！”,打造出與其他農場相似\n風格卻獨具一格的農場！\n\n「我就是超人氣的農場主人！」\n\n「謝謝你，皮嘻！」
Event_description_42_1,,,"""대체 왜 이렇게 싸우는 거니?""\n\n요즘 푸리 두 마리가 맨날 싸운다.\n\n""이유가 뭔지 궁금해.""","""What are you two fussing over now?""\n\nThis particular pair of Puris are going at it every day.","""¿Ahora de qué se quejan?"".\n\nEste par de Puris siempre se la pasa riñendo por algo.",“到底为什么要吵架啊？”\n\n最近两只普利在一直吵架。\n\n“我想知道吵架的原因。”,「究竟是為什麼要吵架？」\n\n最近有兩隻普里每天都在吵架。\n\n「真好奇他們吵架的理由。」
Event_description_42_2,,,"푸리 A : 나는 꽃놀이하러 가고 싶어~""\n푸리 B : 나는 운동을 즐기고 싶다구~""\n\n좀처럼 진정되지 않는다.\n\n어떻게 해야 좋을까.","""I want to see flowers!"" shouts Puri A.\n\n""I want to exercise!"" snaps Puri B.\n\nThey're both pretty heated. What should I do?","""¡Quiero ver flores!"", grita Puri A.\n\n""¡Quiero ejercitarme!"", exclama Puri B.\n\nSon muy intensas las dos. ¿Ahora qué hago?",普利A：“我想去赏花～”\n普利B：“我想去运动～”\n\n两只都不想平静下来。\n\n要怎么办才好呢。,普里A：「我想要去賞花～」\n普里B：「我想去享受一下運動～」\n\n他們都無法冷靜下來。\n\n該怎麼辦才好？
Event_description_42_3,,,"""서로 조금씩 양보하는 건 어때?""\n\n""아침에는 꽃놀이, 오후에는 축구를 하자!""\n\n표정을 보니 둘 다 만족한 듯하다.\n\n해결 완료!","""Listen, life's about compromises,""\n\n""Go see the flowers in the morning then play soccer in the afternoon!""\n\nThey both nod at each other and me. Problem solved.","""Escucha, en la vida hay que hacer acuerdos"".\n\n""¡Vean flores en la mañana y jueguen fútbol en la tarde!"".\n\nAmbas se asienten la una a la otra y a mí. Problema resuelto.",“你们彼此让一步怎么样？”\n\n“上午赏花，下午去踢足球吧！”\n\n看它们表情好像都对意见很满足。\n\n解决成功！,「彼此禮讓一點怎麼樣？」\n\n「早上去賞花，下午去踢足球吧！」\n\n看他們的表情，似乎都很滿意這個建議。\n\n問題解決了！
Event_description_42_4,,,"""꼭 양보할 필요는 없단다!""\n\n""꽃놀이가 하고 싶다면 꽃놀이를\n좋아하는 친구와 함께 하면 돼.""\n\n표정을 보니 둘 다 만족한 듯하다.\n\n해결 완료!","""Enough already! You want to go see flowers? You want to exercise?""\n\n""Find someone else who wants to, or go by yourselves! You're not attached at the hip!""\n\nThey both nod at each other and me. Problem solved.","""¡Ya basta!"". ¿Tú quieres ir a ver flores? ¿Tú quieres ejercitarte?"".\n\n""¡Busquen a alguien que quiera hacer lo mismo, o vayan por su cuenta! ¡No tienen que hacer todo juntas!"".\n\nAmbas se asienten la una a la otra y a mí. Problema resuelto.",“其实你们不用让步！”\n\n“想要赏花，就和喜欢\n赏花的朋友一起去呗。”\n看它们表情好像都对意见很满足。\n\n解决成功！,「不一定要讓步啊！」\n\n「如果想賞花的話\n就和想賞花的朋友去就好。」\n\n看他們的表情，似乎都很滿意這個建議。\n\n問題解決了！
Event_description_42_5,,,"푸리 중 하나가 화났다는 듯이 말한다.\n\n""싸움을 방임하는 건 무책임한 훈육법이에요!""\n\n푸리가 원래 이렇게 똑똑했나..?","Puri A yells at me,\n\n""Ignoring a fight is irresponsible! Aren't you the boss of this farm?""\n\nThese Puri are getting a little too smart.","Puri A me grita:\n\n""¡Ignorar una pelea es irresponsable! ¿No eres la persona a cargo de la granja?"".\n\nEstas Puris son cada vez más listas.",一只普利用生气的口吻说道：\n\n“放任吵架，是不负责任的教育方法！”\n\n普利本来就这么聪明吗？,其中一隻普里像是生氣般地說道。\n\n「這樣放任我們吵架不管，是很不負責任的教育方式！」\n\n普里原本就這麼聰明嗎…？
Event_description_43_1,,,"복만이와 하늘을 보며 잔디 위에 누워있다.\n\n""복만아, 네가 온 뒤로 부쩍 좋은 일이\n많이 생긴 것 같아.""\n\n""행운을 빌어준 거지?""","Lucky and I are laying on the grass looking at the sky.\n\n""You know, Lucky, a lot of good things have happened since you came.""\n\n""Are you my good luck charm?""","Lucky y yo retozamos en el pasto, mirando al cielo.\n\n""Muchas cosas buenas han pasado desde que llegaste, Lucky"".\n\n""¿Eres mi amuleto de buena suerte?"".",和福多多一起躺在草地，望着天空。\n\n“福多多，自从你来了之后，\n好像发生了很多好事。”\n“你是在祈祷我们有好运对吗？”,福滿望著天空，躺在草地上。\n\n「福滿，你來到這裡之後\n似乎發生了很多好事。」\n\n「是在替我祈求幸運吧？」
Event_description_43_2,,,"복만이가 말한다.\n\n""그건 비밀이야~ 뭐.. 그래도 궁금하다면..""\n\n""우리 종족만의 행운의 비밀을 말해줄까?""","Lucky giggles.\n\n""That's my secret! But if you're curious... I can tell you why my kind is so lucky.""","Lucky se ríe.\n\n""¡Eso es un secreto! Pero, si quieres saber... Puedo decirte por qué mi especie tiene tanta suerte"".",福多多说：\n\n“那是秘密～但是，你若是真的很好奇……”\n\n“要不告诉你只有我们种族知道的幸运秘诀？”,福滿說道。\n\n「那是祕密～不過…你要是好奇的話…」\n\n「想知道專屬我們種族的幸運祕密嗎？」
Event_description_43_3,,,"""대신 작은 힌트는 줄 수 있지.""\n\n""우리가 함께 한 시간을 잘 생각해봐~""\n\n흠..뭔가 떠오르려고 한다.","""Here's a hint. Think about the time we've spent together!""\n\nHmm, I think I've figured it out.","""Te daré una pista. ¡Piensa en el tiempo que hemos pasado juntos!"".\n\nMmm, creo que ya lo descubrí.",“至少我可以给你一个小提示。”\n\n“好好想一下我们一起度过的时间吧～”\n\n唔……我好像想起什么了。,「不過可以給你一點點提示。」\n\n「你仔細想想我們在一起的時間～」\n\n嗯…好像想起什麼了。
Event_description_43_4,,,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 인연이야~""\n\n""좋아하는 사람들과 어울리면서 운이 나타난다구.""\n\n행운의 비밀, 이제 알겠다!","Lucky gives a bright smile.\n\n""Yep! It's all about relationships! Real luck comes from hanging out with the right people!""\n\nWell, seems I now know the secret of luck!","Lucky dibuja una sonrisa en su rostro.\n\n""¡Así es! ¡Todo depende de los vínculos personales! ¡Lo que atrae la suerte es pasar tiempo con la gente correcta!"".\n\n¡Bueno, ahora ya conozco el secreto de la suerte!",福多多笑容满面的回答道：\n\n“没错，就是缘分～”\n\n“和喜欢的人一起相处的时候，运气就会到来。”\n\n现在明白什么是幸运秘诀了！,福滿笑開懷地回答我。\n\n「沒錯，就是緣分～」\n\n「只要和喜歡的人呆在一起，運氣就會顯現的。」\n\n幸運的祕密，我現在懂了！
Event_description_43_5,,,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 마음가짐이야~""\n\n""어떻게 생각하냐에 따라 운으로 생각할 수도, 실패로 생각할 수도 있지.""\n\n행운의 비밀, 이제 알겠다!","Lucky gives a bright smile.\n\n""Yep! It's all about your mindset!""\n\n""The way you think about things can turn a situation from a failure to a success!""\n\nWell, seems I now know the secret of luck!","Lucky dibuja una sonrisa en su rostro.\n\n""¡Así es! ¡Todo depende de tu mentalidad!"".\n\n""Tu actitud frente a los problemas puede convertir un fracaso en un éxito!"".\n\n¡Bueno, ahora ya conozco el secreto de la suerte!",福多多笑容满面的回答道：\n\n“没错，就是心态～”\n\n“基于自己的心态，可以当作是运气，也可以当作是失败。”\n\n现在明白什么是幸运秘诀了！,福滿笑開懷地回答我。\n\n「沒錯，就是心態～」\n\n「抱持著什麼心態，就有可能認為是幸運或是看成是失敗。」\n\n幸運的祕密，我現在懂了！
Event_description_43_6,,,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 노력이야~""\n\n""노력하지 않으면 행운이 찾아와도 모르거든.\n노력을 게을리해서는 안 돼.""\n\n행운의 비밀, 이제 알겠다!","Lucky gives a bright smile.\n\n""Yep! It's all about effort!""\n\n""You can't wait for things to happen or the ideal conditions. Real winners make their own luck!""\n\nWell, seems I now know the secret of luck!","Lucky dibuja una sonrisa en su rostro.\n\n""¡Así es! ¡El esfuerzo lo es todo!"".\n\n""No puedes esperar a que las cosas salgan bien por sí mismas. ¡Los verdaderos ganadores fabrican su propia suerte!"".\n\n¡Bueno, ahora ya conozco el secreto de la suerte!",福多多笑容满面的回答道：\n\n“没错，就是努力～”\n\n“不努力的话，幸运找上门也会浑然不知。\n要一直努力生活。”\n\n现在明白什么是幸运秘诀了！,福滿笑開懷地回答我。\n\n「沒錯，就是努力～」\n\n「如果不努力的話，就算幸運找上門也不會知道。\n絕對不能怠惰。」\n\n幸運的祕密，我現在懂了！
Event_description_44_1,,,"마이크와 다니엘이 농장을 방문했다.\n\n""내 명성을 올려줘!""\n\n""아니야, 내 명성을 올려줘!""\n\n인기 농장이 되고 싶은지 서로 자신의 명성을 올려달란다.\n\n각자의 매력을 보여보겠다고 하는데..들어볼까?","My neighbors Mike and Daniel visit the farm.\n\n""Raise my reputation!""\n\n""No, raise my reputation!""\n\nThey want their farms to be popular and are asking me to put in a good word.\n\nThey keep trying to one up each other too.","Mis vecinos Mike y Daniel visitan la granja.\n\n¡Sube mi reputación!"".\n\n""¡No, sube la mía!"".\n\nQuieren que sus granjas sean populares y me piden que dé buenas referencias.\n\nAmbos quieren estar por encima del otro.",麦克和达尼尔拜访了农场。\n\n“帮我提升声望！”\n\n“不，来帮我提升声望！”\n\n他们为了想成为人气农场，都要求帮忙提升自己的声望。\n\n他们想要展示各自的魅力……要不听听看吧？,麥克和丹尼爾來到了農場。\n\n「提高我的名聲吧！」\n\n「不對，提高我的名聲吧！」\n\n不知道是不是想成為人氣農場，所以都要我替他們提高名聲。\n\n他們說要展現各自的魅力…要不要聽聽看？
Event_description_44_2,,,"마이크 왈,\n""나는 멋진 자쿰을 갖고 있다구~\n신기한 몬스터를 가지고 있는 사람이 최고지!""\n\n다니엘 왈,\n""내 몬스터는 전부 전설 등급이야~\n등급이 높으면 생산량도 늘어나는 거 알지?""\n\n'흠..누구의 명성을 올려줄까?'","Mike says,\n\n""I have a great Zakum! Mysterious monsters are the best!""\n\nDaniel claims,\n\n""My monsters are all Legendary! A high rank means high production, baby!""\n\nWhich of these two deserves a reputation boost?","Mike dice:\n\n""¡Tengo un grandioso Zakum! ¡Los monstruos misteriosos son los mejores!"".\n\nDaniel exclama:\n\n""¡Mis monstruos son todos legendarios! ¡Un alto rango indica una alta producción!"".\n\n¿Cuál de ellos merece un impulso en su reputación?",麦克说：\n“我这里有帅气的扎库穆～\n拥有神奇怪物的农场主当然最棒了！”\n\n达尼尔说：\n“我的怪物全都是传说级别～\n级别越高，产量也越多，你知道吧？”\n\n“唔……该提升谁的声望呢？”,麥克說，\n「我可是擁有帥氣的殘暴炎魔～\n擁有神奇怪物的人最棒了啊！」\n\n丹尼爾說，\n「我的怪物全部都是傳說級的～\n你應該知道等級高就能生產更多東西吧？」\n\n嗯…要提高誰的名聲呢？
Event_description_44_3,,,"마이크가 방긋 웃으면서 말한다. \n\n""고마워, 친구! 희귀한 몬스터를 구경하고 싶다면 언제든지 내 농장에 놀러 와~""\n\n'역시 희귀한 몬스터가 최고지~'","Mike smiles.\n\n""Thanks, friend! If you want to see some rare monsters, visit my farm anytime!""\n\n""Rare monsters are the best!""","Mike sonríe.\n\n""¡Gracias, amigo! ¡Si quieres ver monstruos raros, visita mi granja cuando quieras!"".\n\n""¡Esos son los mejores!"".",麦克微笑着说：\n\n“谢谢你，朋友！想要参观稀有怪物，就随时来拜访我的农场～”\n\n“论什么都赢不过稀有怪物～”,麥克開心地笑著並說道。\n\n「朋友，謝謝你！如果想參觀稀有的怪物，就隨時來我的農場玩吧～」\n\n「果然還是稀有的怪物最棒了～」
Event_description_44_4,,,"다니엘이 방긋 웃으면서 말한다. \n\n""너무 고마워! 농장에 있는 전설 등급\n몬스터들도 고마워 할 거야~""\n\n'역시 높은 등급 몬스터가 최고지~'","Daniel smiles.\n\n""Thanks, buddy! Consider yourself a friend of all my Legendary monsters!""\n\n""High-ranking monsters are the best!""","Daniel sonríe.\n\n""¡Gracias! ¡Considérate colega de todos mis monstruos legendarios!"".\n\n""¡Los monstruos de alto rango son los mejores!"".",达尼尔微笑着说：\n\n“真的谢谢你！我家农场的传说级别怪物们\n也都会感谢你的～”\n\n“论什么都赢不过高级别怪物～”,丹尼爾開心地笑著並說道。\n\n「太謝謝你了！在農場的那些傳說級\n怪物們也會很感激的~」\n\n「果然還是高等級的怪物最棒了～」
Event_description_45_1,,,"곧 요리 대회가 열린다.\n\n""나만의 레시피를 연구하자.""\n\n""음..하지만 대상을 받으려면 남들보다 뛰어난 무언가가 있어야 할 텐데..""\n\n""예를 들면 비밀 소스 같은 거랄까!""","Looks like it's time for another cooking contest.\n\n""Let me go over the recipe again.""\n\nI really need to have something special to win this time. Like a secret sauce!","Parece que es hora de otra competencia de cocina.\n\n""Déjame volver a revisar la receta"".\n\nEsta vez realmente necesito algo especial para ganar. ¡Como una salsa secreta!",料理大赛开赛在即。\n\n“研究一下我的专属菜谱吧。”\n\n“唔……但为了获得第一名，需要有什么比其他人更出色的方面才行……”\n\n“比如说秘制酱料之类的！”,很快就要舉行料理大賽了。\n\n「來研究專屬我的食譜吧。」\n\n「嗯…但是若想獲得第一名，就必須要擁有比別人出色的某種東西…」\n\n「舉例來說，像是特製醬料之類的！」
Event_description_45_2,,,"며칠간 엄청난 노력을 했다.\n\n""그리고 드디어 특제 소스 탄생이다~!""\n\n""흠.. 그런데 뭔가 빠져있는 느낌인데 말이야.""\n\n도움을 요청할 누군가를 찾아볼까.",I slave over a hot stove for several days until finally I have my secret sauce.\n\nAlmost. Something's missing. I decide to reach out for help.,Me esfuerzo en la cocina por varios días hasta que finalmente tengo mi salsa secreta.\n\nCasi. Falta algo. Decido pedir ayuda.,好些天付出了很多的努力。\n\n“秘制酱料终于研制成功了！”\n\n“唔……但好像还缺点什么。”\n\n要不找找谁求助吧。,幾天來非常努力地研究。\n\n「然後，終於做出我的特製醬料了～！」\n\n「哼…感覺好像少了什麼。」\n\n去找找能幫忙的人吧。
Event_description_45_3,,,"""난 요리를 잘 몰라, 그래도 마법은 쓸 줄 알지.""\n\n""뾰로롱~""\n\n푸르릉이 소스에 마법을 걸어주었다.\n\n소스가 빛나더니 더 신선하게 변한 느낌이다!","""I don't know much about cooking, but I do know magic.""\n\n""Ta-da!""\n\nPurung enchants the sauce.\n\nIt shines and becomes deliciously fresh!","""No sé mucho de cocina, pero sé de magia"".\n\n""¡Tarán!""\n\nPurung encanta la salsa.\n\n¡Brilla y se vuelve deliciosamente fresca!",“我不太懂料理，但至少我会魔法哦。”\n\n“巴啦啦～”\n\n蓝蓝在酱料上施了魔法。\n\n酱料随着闪闪发光，感觉变得更加新鲜了！,「我不懂料理，但我會施展魔法。」\n\n「咻咻～」\n\n璞樂鈴在醬料上施加了魔法。\n\n醬料閃閃發光，似乎變得更新鮮了！
Event_description_45_4,,,"가락국수가 말한다.\n\n""물엿을 넣어봐. 더 맛난 소스가 될 거야~""\n\n물엿을 넣고 소스를 먹어본다.\n\n""이거~~~대박이잖아??!!!""","Thick Wheat Noodles chimes,\n\n""Try adding starch syrup! The sauce will be even more delicious!""\n\nI add some syrup and try the sauce.\n\n""Jackpot!""","Los fideos de trigo gruesos dicen:\n\n""Trata de agregar jarabe de almidón! ¡La salsa será incluso más deliciosa!""\n\nAgrego algo de jarabe y pruebo la salsa.\n\n""¡Bingo!""",粗面条说：\n\n“放点糖稀试试。酱料会变得更好吃～”\n\n在酱料里放入糖稀后吃了一下。\n\n“这味道，太绝了！！！”,粗麵說了。\n\n「放入水飴看看。會變成更好吃的醬料～」\n\n放入水飴後試吃醬料。\n\n「這個～～也太好吃了吧？？！！！」
Event_description_46_1,,,"요즘 농장 일이 잘 돼서 기분이 좋다.\n\n""돈도 어느 정도 모았는데 말야.""\n\n어떤 일에 돈을 써볼까?",The farm's doing well these days. I've actually got quite a bit of pocket money.\n\nWhat to spend it on?,A la granja le está yendo muy bien actualmente. De hecho tengo bastante dinero disponible.\n\n¿En qué lo gasto?,最近农场活很顺利，心情很好。\n\n“钱也存不少了。”\n\n要把钱花在哪里呢？,因為最近農場的事很順利，所以心情很好。\n\n「也賺了不少的錢。」\n\n要把錢用在什麼事上好呢？
Event_description_46_2,,,"마을로 달려가서 바로 차를 구매했다.\n\n""드라이브도 하니 기분이 좋아~""\n\n""모두가 나를 멋지게 봐줬으면~""\n\n기분이 너무 좋다.","I head to town and buy a car.\n\nThe wind in my hair feels great, and everyone marvels at my machine. Life is good.",Voy a la ciudad y compro un auto.\n\nEl viento se siente genial en mi cabello y todo el mundo se maravilla con mi máquina. La vida es buena.,跑到村庄，直接买了辆车。\n\n“驾车兜风，心情真好～”\n\n“希望所有人都觉得我很帅～”\n\n心情太棒了。,馬上跑到村莊買了車。\n\n「開車兜風心情很好呢～」\n\n「要是大家都能覺得我很帥的話就好了～」\n\n心情真好。
Event_description_46_3,,,"농장 외곽에 휴식 공간을 마련했다.\n\n몬스터들이 휴식을 취하는 모습을 보니\n기분이 좋아진다.\n\n""음~ 기분 좋아!""",I create a rest area on the farm outskirts.\n\nIt feels good to see the monsters relaxing.\n\nIt's relaxing for me too!,Creo un área de descanso en las afueras de la granja.\n\nSe siente bien ver a los monstruos relajándose.\n\n¡También es relajante para mí!,在农场外围置办了一个休息区。\n\n看到怪物们休息的样子，\n心情变好了。\n\n“嗯～开心！”,在農場外準備了休息空間。\n\n看到怪物們休息的模樣\n覺得心情變好了。\n「嗯～心情真好！」
Event_description_46_4,,,"근처 해변으로 여행을 다녀왔다.\n\n피로가 다 풀렸다.\n\n""놀다오니까 힘이 넘치는걸!""",I take a trip to the beach. The warm sun and ocean air rejuvenate my spirit.,Voy de viaje a la playa. El sol cálido y el aire del océano rejuvenecen mi espíritu.,去附近的海边旅行了。\n\n疲劳烟消云散了。\n\n“玩完回来精力充沛！”,去附近海邊旅行了。\n\n疲勞都消散了。\n\n「旅行完回來，覺得充滿力量呢！」
Event_description_47_1,,,"체육대회가 시작되었다.\n\n""좋아! 꼭 일 등 하자!""\n\n이번 종목은 단거리 달리기!","It's time for the athletics competition.\n\n""Time to bring home the gold, team!""\n\nI end up having my monsters participate in the sprint.","Llegó la competencia de atletismo.\n\n""¡Es hora de traer el oro a casa, equipo!""\n\nAl final hice a mis monstruos participar en la carrera.",运动会开始了。\n\n“很好！一定要拿第一！”\n\n这次的项目是短跑！,運動會開始了。\n\n「很好！一定要拿下第一名！」\n\n這次的項目是短跑！
Event_description_47_2,,,"""흠..이 몬스터들이라면 일 등도\n문제없을 것 같은데..""\n\n어떤 몬스터를 출전시킬까?",I know my team has what it takes to win.\n\nWhich of my monsters should I use?,Sé que mi equipo tiene lo necesario para ganar.\n\n¿Cuál de mis monstruos debería usar?,“唔……凭这些怪物\n第一名应该没问题……”\n\n该让那个怪物参赛呢？,「嗯…如果是這些怪物的話\n要拿第一名應該沒問題…」\n\n要讓哪些怪物出戰呢？
