Key,Type,Source,ko,en,es,zh-cn,zh-tw
AdventureItem_Potion,Default text,AdventureItem_name_4,물약,Potion,Poción,药水,藥水
AdventureItem_Rope,Default text,AdventureItem_name_1,밧줄,Rope,Cuerda,绳子,繩索
AdventureItem_Torch,Default text,AdventureItem_name_3,횃불,Torch,Antorcha,火炬,火炬
AdventureItem_Trampoline,Default text,AdventureItem_name_2,트램펄린,Spring,Resorte,蹦床,彈跳床
BaseValue,Default text,InventoryGroup,기본값,Default,Predeterminado,默认值,預設值
BeginAdventure,Default text,MineLoadingGroup,탐험 시작하기,Start,Iniciar,开始探险,開始探險
Buff_Stardust,Default text,PlayerStateAtStage,신난다! 15초간 게임 없이 채광하고 마나없이 대쉬할 수 있습니다!,Dash infinitely and mine without aiming for 15 seconds!,¡Corre infinitamente y mina sin apuntar durante 15 segundos!,好开心！在15秒内可以跳过游戏去采矿，还能免魔力冲刺！,好開心啊！可以在15秒內跳過遊戲採礦，並且不消耗魔力衝鋒！
Burning,Default text,PlayerStateAtStage,{0}도 화상,Level-{0} Burns,Quemaduras de nivel {0},{0}度烧伤,{0}度燒傷
Cancle,Default text,Common,취소,Cancel,Cancelar,取消,取消
ChairDesc_1,Default text,Chair_Desc_1,"오늘도 곡괭이질을 하는 멋진 광부님! 멋진 광물도 큰 선물이겠지만, 당신에겐 가끔 휴식이라는 선물이 필요할 지도 모르겠네요.",You've worked hard today! Why not rest and take a load off?,¡Hoy trabajaste duro! ¿Por qué no descansas y te relajas?,今天也依然挥动镐头的努力的矿工！魅力的矿物固然是很好的礼物，但偶尔休息一下也是对自己的一个好礼物。,今天也在揮動十字鎬的帥氣礦工！美麗的礦石固然是很好的禮物，但偶爾休息一下，對自己來說也是個禮物呢。
ChairDesc_10,Default text,Chair_Desc_10,광산에서 다이아를 캐면 뭐하겠습니까? 반지를 끼워줄 임자가 없는데! 보석과 연애 두 마리 토끼를 커플부대에서 잡세 잡세 잡아보세!,"You've found riches, but have you found love? Find a gem above ground, too.","Encontraste riquezas, ¿pero hallaste el amor? Encuentra una tierra en la superficie, también.",在矿山开采钻石有什么用？都没有戴戒指的对象！去情侣部队，实现宝石与恋爱双丰收吧！,在礦山開採鑽石有什麼用呢？連個能戴戒指的對象都沒有！去情侶部隊一舉兼得寶石和戀愛吧！
ChairDesc_11,Default text,Chair_Desc_11,"용암 광산의 뜨거운 용암이 그녀의 모든 것을 불태웠지만, 그녀의 영혼만은 잿더미가 되지 못하고 광산을 떠돌고 있습니다.","Lava reduced her body to ash, but her soul remains to wander the passages of the mine.","La lava redujo su cuerpo a cenizas, pero su alma sigue rondando los pasajes del tiempo.",熔岩矿山的滚烫熔岩烧尽了她的一切，但她的灵魂却没有化为灰烬，一直徘徊在矿山。,熔岩礦山的滾燙熔岩燒盡了她的一切，但她的靈魂卻沒有化為灰燼，還一直徘徊在礦山中。
ChairDesc_12,Default text,Chair_Desc_12,"루시, 루비, 루나.. 세 딸을 위해.. 내일도 모레도 광산으로..아! 기쁜 만큼이나.. 고달픈 인생이여..","O' for my daughters three, I mine till night. O' for Luna, Ruby, and Luci, I mine with all my might.","Para mis tres hijas, minaré hasta el anochecer. Para Luna, Rubi y Luci, minaré con fuerza y sin perecer.",露西、露比、露娜……为了三个女儿……明天、后天也要去矿山……啊！欣慰又辛劳的人生啊……,露茜、露比、露娜……為了這三個女兒……明天、後天都要來礦山…啊！既欣慰又辛勞的人生啊……
ChairDesc_13,Default text,Chair_Desc_13,유명 밴드의 콘서트를 바로 앞에서 감상할 수 있는 절호의 찬스! 잠깐! 이건.. 너무 바로 앞이잖아..? ,Front row seats!,¡Asientos de primera fila!,可以在眼前欣赏著名乐团演唱会的绝佳机会！等等！这……也太近了吧？ ,可以在眼前欣賞著名樂團演唱會的絕佳機會！等等！這……也太近了吧……？
ChairDesc_14,Default text,Chair_Desc_14,사막의 한 가운데에서 너무 오랫동안 물을 마시지 못하면 당신의 눈에 몰디브 해안가가 보일 수도 있습니다. 사막에서는 잊지 말고 물을 자주 마셔주세요.,"Go without water in a desert and you may start to see all sorts of things. Stay hydrated, friends.","Pasa sin agua en el desierto y puede que comiences a ver todo tipo de cosas. Manténgase hidratados, amigos.",如果在沙漠中长时间没喝到水，你的眼睛有可能会看到马尔代夫的海岸。在沙漠里别忘了常喝水。,如果在沙漠長時間沒有喝水，你的眼睛有可能會看見馬爾地夫的海岸。在沙漠裡別忘記要常喝水。
ChairDesc_15,Default text,Chair_Desc_15,"유적지에 잠들어 있던 고대 왕국의 수호자. 오랜 시간이 지나서야 깨어난 그는, 자신을 깨워준 당신을 새로운 주인으로 맞이할 것입니다.","After a millennia spent dormant, the guardian welcomes you with open arms.","Luego de un milenio en hibernación, el guardián te da la bienvenida con brazos abiertos.",沉睡在遗址的古代王国的守护者。过了很长时间醒来后，会把唤醒自己的人当作新的主人。,沉睡在遺跡地的古代王國守護者。經過漫長時間才甦醒的他，會把喚醒自己的人視為自己的新主人。
ChairDesc_16,Default text,Chair_Desc_16,자연이 만들어 낸 기괴한 돌에서 절묘한 조화가 느껴진다. 괴석 틈으로 용암 광산의 뜨거운 용암이 끊임없이 타오르고 있다. 보석을 향한 그대의 열정도 이처럼 영원하기를!,A creation of nature which exemplifies a deep-seated love of mining.,Una creación de la naturaleza que ejemplifica el amor arraigado de la minería.,大自然孕育出的奇怪的石头中，能感受到奇妙的和谐。在怪石的缝隙中熔岩矿山的滚烫熔岩在不断燃烧。希望你对宝石的热情如熔岩般永远下去！,大自然孕育出的詭異石頭中，能感受到其絕妙的和諧。在怪石的縫隙間，滾燙的熔岩還在不斷燃燒著。願你對寶石的熱情也如同這熾熱的熔岩般永恆不滅！
ChairDesc_17,Default text,Chair_Desc_17,"가동 준비 완료 SPACE-2099. 우주 환경에서 1000시간 생존 가능! 외계인과 교전할 수 있는 미사일 50발 장착! 행성 간, 광속 이동 기능! 단, 기계 사용서는 별도 구매입니다.","Comes FTL capable, missile-ready, and with 1,000 hours of air included! The SPACE 2099 does it all!","¡Viene con capacidad pasar la velocidad de la luz, misiles e incluye 1000 horas de aire! ¡El ESPACIO 2099 hace todo eso!","SPACE-2099启动准备就绪。可以在宇宙环境存活1,000小时！装备可与外星人交战的导弹50枚！可光速移动到各个行星！需要另行购买机器使用说明书。",SPACE-2099啟動準備就緒。可以在宇宙環境中生存1000小時！裝有可以與外星人交戰的導彈50枚！可以光速移動到各個行星！但是，需要另外購買機器使用說明書。
ChairDesc_18,Default text,Chair_Desc_18,도 소리가 참 밝아요. 그 소리는 미인 걸요. 솔 소리가 정말 아름다워요. 그 소리는 라인 걸요. 하프는 어려운 악기네요.,"Do-re-mi-fa-so-la-ti-do! Bah, the harp is hard to master.","¡Do-re-mi-fa-sol-la-si-do! Bah, es difícil dominar el arpa.",哆声真明朗。那个音是咪。梭声真优美。那个音是拉。竖琴真是个难弹的乐器。,Do的聲音聽起來真清澈。那個音是Mi。Sol的聲音真優美。那個音是La喔。豎琴真是個很難的樂器呢。
ChairDesc_19,Default text,Chair_Desc_19,"아니지, 그렇지!  거기 두는 게 절묘한 수지! 아, 거기 두는 건 진짜 아닌데.. 잠깐, 이 모습은.. 닮아 버린 거냐고.. 김훈수를!?",Ohoho! Most excellent! Wait... Why did I laugh like that? Could it be...? No! I'm becoming Kibitzer!,"¡Jo, jo, jo! ¡Completamente exquisito! Un momento... ¿Por qué reí así? ¿Será...? ¡No! ¡Me estoy convirtiendo en Kibitzer!",不不，对了！放在那里很绝妙！怎么会放在那里呢……等等，这个场面……我难道被金支招同化了？,不不，對了！ 把它放那是個絕妙的選擇！啊，怎麼會放在那裡呢……等等，這個場面……難道我被金碎念給同化了！？
ChairDesc_2,Default text,Chair_Desc_2,활활 타오르는 모닥불에 두 손을 쬐고 있으면.. 마음 깊은 곳에서부터 느껴지는 감정.. 뜨겁다.,The heat warms your hands and your heart.,El calor calienta tus manos y tu corazón.,在熊熊燃烧的篝火旁边烘手的话……能在内心深处感受到一种……温暖的情感。,在熊熊燃燒的篝火旁烤火的話……能在內心深處感受到一種……溫暖的情感。
ChairDesc_20,Default text,Chair_Desc_20,채광에 지친 광부들을 위해 빨간 포션을 준비했습니다. 한 사람에 한 컵씩만 받아 가세요.,"For exhausted miners needing some vitality. Limit to one cup per person, please.","Para mineros agotados que necesitan más vitalidad. Límite de una taza por persona, por favor.",为劳累的矿工们特别准备了红药水。每个人仅限领取一杯。,為勞累的礦工們特別準備的紅色藥水。每人限領一杯。
ChairDesc_21,Default text,Chair_Desc_21,채광에 지친 광부들을 위해 파란 포션을 준비했습니다. 한 사람에 한 컵씩만 받아 가세요.,"For exhausted miners needing some spirit. Limit to one cup per person, please.","Para mineros agotados que necesitan algo de espíritu. Límite de una taza por persona, por favor.",为劳累的矿工们特别准备了蓝药水。每个人仅限领取一杯。,為勞累的礦工們特別準備的藍色藥水每人限領一杯。
ChairDesc_22,Default text,Chair_Desc_22,보랏빛 영롱한 크리스탈로 만든 최고급 보석 의자. 메이플 마을의 래리는 종종 보석으로 신비한 물건들을 만들곤 하는데 이 의자는 래리의 걸작 중 하나이다!,A masterpiece crafted by Larry from Maple Town.,Una obra maestra creada por Larry del Pueblo de Maple.,用紫光玲珑的水晶制成的最高级宝石椅子。冒险岛村庄的莱利经常用宝石制作神秘的物品，这个椅子是莱利的杰作之一！,用玲瓏的紫光寶石所打造的最高級寶石椅子。楓之谷村的萊利經常用寶石製作神秘的物品，這個椅子就是萊利的作品之一。
ChairDesc_23,Default text,Chair_Desc_23,"백성과 왕국을 위해 순수하게 희생했던 영웅들은 모두 그들의 초심을 잃으며 타락해버렸다네, 어떤가? 그대는 이 왕좌에 앉을 각오가 되어 있는가?",Sitting upon this throne is a tacit oath of honor to your countrymen. Are you prepared?,Sentado en su trono con un juramento tácito de honor para tus compatriotas. ¿Estás preparado?,为了百姓和王国壮烈牺牲的英雄们都忘掉了各自的初心，自甘堕落了。怎么样？你准备好坐上这个王座吗？,為了百姓和王國壯烈犧牲的英雄們都忘了各自的初心，而自甘墮落了。怎麼樣？你準備好坐上這個王座了嗎？
ChairDesc_24,Default text,Chair_Desc_24,"귀여운 아기용, 뇽이! 뇽이는 오랫동안 식지 않는 온천 마을의 온천수로 따뜻하게 목욕을 즐기는 걸 좋아합니다.","This is Drago, and he loves baths! Especially those at the Hot Springs Resort!","Este es Drago, ¡y le encantan los baños! ¡Especialmente los del Resort de aguas termales!",可爱的小龙，龙龙！龙龙喜欢在长时间保温的温泉村庄的温泉水中享受沐浴。,可愛的龍寶寶，龍龍！龍龍喜歡在長時間不會冷卻的溫泉村的溫泉水中舒適地泡澡。
ChairDesc_25,Default text,Chair_Desc_25,"멋진 드래곤으로 성장하고 있는 뇽이, 당신과 놀고 싶은 표정입니다. 이미 뇽이는 당신을 부모로 생각하고 있는 것 같은걸요?","This is Drago, and he loves you! Someday he will be a huge dragon, but for now, he wants to swing.","Este es Drago, ¡y te quiere! Algún día será un dragón inmenso, pero, por ahora, quiere columpiarse.",龙龙正在努力成长为一只帅气的龙。看它的表情好像想和你一起玩耍。感觉它早已把你当作它的父母了。,龍龍正在努力成長成一頭帥氣的龍，看它的表情好像是想跟你一起玩耍。感覺它早已把你當作它的父母了。
ChairDesc_26,Default text,Chair_Desc_26,메이플 마을의 단풍잎을 상징하며 만든 보석 의자입니다. 은은히 풍기는 단풍 향기는 당신의 편안한 잠을 지켜줄 겁니다.,A chair of crystal meant to represent the maple leaves of Maple Town.,Una silla de cristal que representa las hojas de arce del Pueblo de Maple.,象征冒险岛村庄枫叶的宝石椅子。隐约散发的枫叶香能让你安稳入睡。,象徵楓之谷村楓葉所製成的寶石椅子。隱隱散發的楓葉香能讓你安穩的入睡。
ChairDesc_27,Default text,Chair_Desc_27,"준비됐지, 냥? 물론이지, 집!","Are you ready, meow?","¿Estás listo, gatito?",准备好了喵？当然了，家！,準備好了喵？當然囉，家！
ChairDesc_28,Default text,Chair_Desc_28,맨손으로 광물을 부수는 전사의 심장을 갖고 태어났다. 채광으로 단련된 내 맨손은 어떤 감각도 느끼지 못하게 됐지. 내 손이 모닥불에 타고 있었구나?,I was born a warrior of the mines. Born to crush rock with my bare hands. But now my hands are numb...,"Nací guerrero de las minas. Nací para aplastar rocas con mis manos desnudas. Pero ahora, mis manos están entumecidas...",心怀一颗能徒手摧毁矿物的战士心脏。我那双通过采矿锻炼的双手没有任何感觉。原来我的手在篝火里烧起来了？,從一出生就擁有能徒手擊碎礦物的戰士之心。我那雙透過採礦鍛鍊的雙手沒有任何感覺。原來我的手在篝火裡面燒起來了啊？
ChairDesc_29,Default text,Chair_Desc_29,"구름 광산의 구름을 모아 만든 구름 의자. 뜯어 먹으면 솜사탕 맛이 난다고 한다. 그 맛이 매우 좋기에, 종종 의자가 사라져버리는 일도 있다!","Composed of clouds from Cloud Mine, some say it tastes sweet like cotton candy.","Compuesta de las nubes de la Mina del cielo, algunos dicen que sabe dulce, como el algodón de azúcar.",收集云朵矿山的云朵后制成的云朵椅子。据说咬一口会有棉花糖的味道。因为味道太甜，所以有时候椅子还会消失掉！,收集雲朵礦山的雲朵後而製成的雲朵椅子。據說咬一口會有棉花糖的味道。因為那味道很好，所以椅子常常會消失！
ChairDesc_3,Default text,Chair_Desc_3,"어썸 캠핑 텐트!\n간편한 설치와 우수한 통기성, 그리고 놀라운 견고함까지. 단 돈, ..... 얼마더라?","An expensive tent that is easy to set up, has good ventilation, and is made of durable materials.","Una carpa costosa que es fácil de instalar, tiene buena ventilación y está fabricada de materiales durables.",超棒的露营帐篷！\n安装简便，还具备优秀的透气性和惊人的坚固性。只要……多少钱来着？,超棒露營帳篷！\n安裝簡便，還具備優秀的透氣性以及驚人的堅固性。只要……多少錢來著？
ChairDesc_30,Default text,Chair_Desc_30,"3D? 4D? 아니죠! 5D로 즐길 수 있는 절호의 찬스! 전부 착석하세요, 광산 특급 지금 시작합니다. 우리 '살아서' 만나요~","The 5D Mine Express experience begins now! See, hear, feel, smell (eww), and taste (?!) the adventure.","¡La experiencia 5D del expreso de la mina empieza ya! Mirar, escucha, siente, huele (¡puaj!) y saborea (¿qué?) la aventura.",3D？4D？不是！用5D享受的绝佳机会！快快入席，矿山特级列车马上启动了。我们活着再见～,3D？4D？不是！能用5D享受的絕佳機會！快快坐好，礦山特急即將開始！我們「活著」再見～
ChairDesc_4,Default text,Chair_Desc_4,누구나 앉고 싶어지는 포근함 가득한 예티 캐릭터 의자! 흰 색에 때가 타지 않게 주의 깊게 관리해주세요!,"Careful now, it stains easily.","Ten cuidado, mancha con facilidad.",任何人都想坐下的特别舒服的白雪人卡通椅子！要管理好椅子，防止白色椅子沾上污垢！,誰都想坐的暖呼呼雪吉拉椅子！請小心管理，防止雪白椅子沾上汙垢！
ChairDesc_5,Default text,Chair_Desc_5,"""Happy""하다고 외쳐보세요! 행복하지 않아도 행복해지는 마법의 단어! 세상 모든 광부들이 행복한 곡괭이질을 하는 그 날을 위해! 외쳐봐요, ""Happy!""",The overwhelming positivity of this chair melts the hearts of even the staunchest cynics.,"El positivismo abrumador de esta silla derrite los corazones, incluso de los descreídos acérrimos.",大声喊出“嗨皮”吧！即使不幸福，也会感到幸福的魔法词语！为了让整个世界的矿工们都能快乐地挥动十字镐！大声喊出来吧，“嗨皮！”,"大聲喊出「Happy」吧！即使不幸福，也會感到幸福魔法單字！為了讓整個世界的礦工都能快樂地揮動十字鎬！大聲喊吧， ""Happy!"""
ChairDesc_6,Default text,Chair_Desc_6,신비롭게 솟아오른 고대의 손. 그 손 모양은 무엇인가를 간절히 쥐고자 했던 것 같다. 대체 무엇일까?,What could it be reaching for?,¿Qué podría estar buscando?,升起来的神秘古代之手。手的模样像是要恳切地握住什么东西，那会是什么呢？,神祕地升起來的古代之手。那隻手的形狀似乎是迫切地想要緊緊抓住某樣東西。那會是什麼呢？
ChairDesc_7,Default text,Chair_Desc_7,"광산은 공평해, 누구에게나 일확천금의 기회를 제공해 주지. 야, 너도 할 수 있어.",All is equal on the battlefield of the mine.,Todo es igual en el campo de batalla de las minas.,矿山向来公平，矿山会给所有人提供一夜暴富的机会。喂，你也能做到。,礦山向來公平，會提供給所有人一夜暴富的機會。喂，你也能做到的。
ChairDesc_8,Default text,Chair_Desc_8,"얼음 광산 가장 깊숙한 곳, 영원히 녹지 않는 만년빙으로 만든 그네. 당신의 마음 속, 광산에서의 추억도 영원하기를 소망해요. ",A swing made of ice that never melts. Let its perseverance be an inspiration.,Un columpio hecho de hielo que nunca se derrite. Qué la perseverancia sea una inspiración.,位于冰矿最深处永冻的万年冰制成的秋千。希望你的矿山回忆也能永存于内心。 ,位於冰凍礦山最深處，用著永不融化的萬年冰所製成的鞦韆。希望礦山回憶也能永存於你的心中。
ChairDesc_9,Default text,Chair_Desc_9,"하늘 정원의 밤풍경을 보고 있으면, 아침이 찾아오는 것이 아쉽게 느껴지곤 한 답니다. 아, 물론 하늘 정원의 낮풍경도 무척 아름답지만요!","Day and night, the Sky Garden is a beautiful place to behold.","De día o de noche, el Jardín celeste es un lugar hermoso para contemplar.",每当欣赏天空庭院的夜景，便会对日夜交替的事实感到惋惜。啊当然，天空庭院的白天风景也依然美丽！,看著天空庭園的夜景，總會覺得早晨到來令人不捨。啊，當然，天空庭園白天的風景也是非常美麗的！
ChairName_1,Default text,Chair_Name_1,단단한 나무 의자,Solid Wood Chair,Silla de madera sólida,结实的木椅,結實的木椅
ChairName_10,Default text,Chair_Name_10,커플부대 가입 데스크,Couples Club Desk,Escritorio de club de parejas,情侣部队申请服务台,情侶部隊申請台
ChairName_11,Default text,Chair_Name_11,광산의 망령,Ghost in the Mine,Fantasma en la mina,矿山亡灵,礦山亡靈
ChairName_12,Default text,Chair_Name_12,가장의 무게,Breadwinner's Burden,Carga del sostén familiar,家长的重担,家長的重擔
ChairName_13,Default text,Chair_Name_13,콘서트 VIP석,VIP Seat,Asiento VIP,演唱会VIP席位,演唱會VIP座
ChairName_14,Default text,Chair_Name_14,신기루,Mirage,Ilusión,海市蜃楼,海市蜃樓
ChairName_15,Default text,Chair_Name_15,수호자의 맹세,Guardian's Oath,Juramento del guardián,守护者誓约,守護者誓約
ChairName_16,Default text,Chair_Name_16,기암 괴석,Bizarre Stone,Piedra extraña,奇岩怪石,奇岩怪石
ChairName_17,Default text,Chair_Name_17,SPACE-2099,SPACE 2099,ESPACIO 2099,SPACE-2099,SPACE-2099
ChairName_18,Default text,Chair_Name_18,천사의 선율,Angel's Melody,Melodía del ángel,天使旋律,天使旋律
ChairName_19,Default text,Chair_Name_19,훈수식 훈수,Kibitzer's Lesson,Lección de Kibitzer,支招式支招,碎念式碎念
ChairName_2,Default text,Chair_Name_2,모닥불 의자,Campfire Chair,Silla de fogata,篝火椅子,篝火椅子
ChairName_20,Default text,Chair_Name_20,대형 빨간 포션,Large Red Potion,Poción roja grande,大瓶红色药水,大型紅色藥水
ChairName_21,Default text,Chair_Name_21,대형 파란 포션,Large Blue Potion,Poción azul grande,大瓶蓝色药水,大型藍色藥水
ChairName_22,Default text,Chair_Name_22,크리스탈 의자,Crystal Chair,Silla de cristal,水晶椅子,水晶椅子
ChairName_23,Default text,Chair_Name_23,왕좌,Throne,Trono,王座,王座
ChairName_24,Default text,Chair_Name_24,뇽이의 욕조,Drago's Tub,Bañera de Drago,龙龙的浴缸,龍龍的浴缸
ChairName_25,Default text,Chair_Name_25,뇽이의 그네,Drago's Swing,Columpio de Drago,龙龙的秋千,龍龍的鞦韆
ChairName_26,Default text,Chair_Name_26,쥬얼 메이플,Bejeweled Maple,Arce enjoyado,宝石冒险岛,珠寶楓之谷
ChairName_27,Default text,Chair_Name_27,최고의 파트너,The Best Partner,Acompañante inigualable,最佳拍档,最佳拍檔
ChairName_28,Default text,Chair_Name_28,전사의 후예,Warrior's Lineage,Linaje guerrero,战士的后裔,戰士的後裔
ChairName_29,Default text,Chair_Name_29,구름 솜사탕,Cloud Cotton,Algodón de nube,云朵棉花糖,雲朵棉花糖
ChairName_3,Default text,Chair_Name_3,어썸 캠핑 텐트,Fancy Tent,Tienda de campaña elegante,超棒露营帐篷,超棒露營帳篷
ChairName_30,Default text,Chair_Name_30,이거 완전 팝콘 각!,Get the Popcorn!,¡Consigue las palomitas!,要吃瓜的节奏！,快拿好爆米花！
ChairName_4,Default text,Chair_Name_4,예티 큐브,Yeti Cube,Cubo del Yeti,白雪人方块,雪吉拉方塊
ChairName_5,Default text,Chair_Name_5,행복해지는 의자,Happy Chair,Silla feliz,幸福椅子,幸福椅子
ChairName_6,Default text,Chair_Name_6,고대 돌 의자,Ancient Chair,Silla antigua,古代石椅,古代石椅
ChairName_7,Default text,Chair_Name_7,보물 상자,Treasure Chest,Cofre del tesoro,宝物箱,寶箱
ChairName_8,Default text,Chair_Name_8,만년빙 그네,Frosty Swing,Columpio helado,万年冰秋千,萬年冰鞦韆
ChairName_9,Default text,Chair_Name_9,구름 의자,Sky Chair,Silla celeste,云朵椅子,雲朵椅子
Change,Default text,Common,교체,Change,Cambiar,替换,取代
Close,Default text,Common,닫기,Close,Cerrar,关闭,關閉
CloudPiece,Default text,PlayerStateAtStage,구름 조각,Cloud Fluff,Pelusa de nube,云朵碎片,雲朵碎片
DailyReward_AlreadyReceived,Default text,DailyRewardGroup,획득 완료,Claimed!,¡Obtenida!,获得成功,獲得完成
DailyReward_Available,Default text,DailyRewardGroup,획득 가능,Available,Disponible,可获得,可獲得
DailyReward_Day,Default text,DailyRewardGroup,{0}일차,Day {0},Día {0},第{0}天,第{0}天
DailyReward_HRRBox,Default text,DailyRewardGroup,고급 유물 상자,Rare Artifact Box,Caja de artefactos rara,高级遗物箱,高級遺物箱
DailyReward_NewChair,Default text,DailyRewardGroup,새로운 의자,New Chair,Silla nueva,新的椅子,新椅子
DailyReward_NRBox,Default text,DailyRewardGroup,일반 유물 상자,Common Artifact Box,Caja de artefactos común,普通遗物箱,一般遺物箱
Debuff_Desc_Mine,Default text,PlayerStateAtStage,광산의 공기가 당신을 짓누릅니다. 체력이 초당 {0}씩 감소합니다.,The mine bears down on you and drains {0} HP per second.,La mina se te acerca y drena {0} PV por segundo.,矿山的空气压迫着你。血量每秒降低{0}。,礦山的空氣壓迫著你。體力每秒減少{0}。
Debuff_Desc_Ruins,Default text,PlayerStateAtStage,"초당 {0}만큼 체력이 감소합니다. 유적 깊이에 따라 더 많이 감소합니다.\n(기본:{0}, 깊이 비례 추가:{1}%)",Drains {0} HP per second.\nDamages increases with depth.\n(+{1}% scaling with depth.),Drena {0} PV por segundo.\nEl daño aumenta según la profundidad.\n(+{1} en función de la profundidad.),血量每秒降低{0}。根据遗迹深度，降低更多血量。\n（默认：{0}，深度等比增加：{1}%）,"體力每秒減少{0}。隨著遺跡深度的增加，減少的數值也會更多。\n(基本:{0}, 與深度等比增加：{1}%)"
Debuff_Mine,Default text,PlayerStateAtStage,광산의 힘{0},Mine's Pressure {0},Presión de la mina: {0},矿山之力{0},礦山之力{0}
Debuff_Ruins,Default text,PlayerStateAtStage,유적의 힘{0},Ruin's Curse {0},Maldición de la ruina: {0},遗迹之力{0},遺跡之力{0}
Debuff_Stack_Burning,Default text,PlayerStateAtStage,앗 뜨거! {0}도 화상 상태가 되었어요.,Ouch! You have a level-{0} burn!,¡Auch! ¡Tienes una quemadura de nivel {0}!,好烫！陷入了{0}度烧伤状态。,啊，好燙！陷入{0}度燒傷狀態。
Debuff_Stack_Cold,Default text,PlayerStateAtStage,추위 10중첩으로 2초간 얼어붙었습니다!,10 Cold stacks! Frozen for 2 seconds.,¡10 acumulaciones de oro! Congelamiento por 2 segundos.,寒冷已叠加10层，被冻住2秒！,寒冷已疊加至10，被凍住2秒！
Debuff_Stack_Ruins,Default text,PlayerStateAtStage,유적의 저주를 받았습니다! 체력이 10% 더 빨리 감소합니다...,Cursed by the ruins! HP decreases 10% faster...,¡Maldito por las ruinas! Los PV se reducen un 10 % más rápido...,受到了遗迹的诅咒！血量降低速度加快10%……,受到了遺跡的詛咒！體力降低速度加快10%……
Debuff_Stack_Thirsty,Default text,PlayerStateAtStage,목이 말라 점점 느려집니다.,Slowing down due to dehydration.,Ralentización por deshidratación.,因为口渴，变得越来越慢。,因口渴，動作變得越來越慢。
Desc_Burning,Default text,PlayerStateAtStage,5초마다 최대 체력의 {0}%를 잃습니다. 물에 들어가면 제거됩니다.,-{0}% of Max HP per 5 seconds. Put it out using water!,-{0} % de PV máx. cada 5 segundos. ¡Usa agua para extinguirlo!,每5秒失去最大血量的{0}%。进入水中会消除效果。,每5秒失去最大體力的{0}%。進入水中會移除效果。
Desc_CloudPiece,Default text,PlayerStateAtStage,채광 시 획득합니다. 10개를 모으면 보호막을 1개 얻습니다.,Can be found while mining. Collect 10 to activate Barrier.,Se puede encontrar al minar. Recolecta 10 para activar Barrera.,可在采矿时获得。收集10个可获得1个屏障。,可於採礦時獲得。收集10個可以獲得1個護盾。
Desc_ElectricShock,Default text,PlayerStateAtStage,감전 상태가 되는 피해를 입었습니다! 다음 피해를 2배로 받습니다. (남은 지속시간 : {0}초),"Next time you get shocked,\nit will deal double damage.\n(Wears off in {0} second(s).)","La siguiente vez que te electrocutes,\ncausará el doble de daño\n(desaparece en {0} s).",受到陷入触电状态的伤害！下次将受到2倍伤害。（剩余持续时间：{0}秒）,受到變為觸電狀態的傷害！下次將會受到2倍傷害。(剩餘持續時間：{0}秒)
Desc_Icicle,Default text,PlayerStateAtStage,채광 시 일정 확률로 획득합니다. 출구의 고드름 상인에게 다가가면 자동으로 판매되어 골드를 얻을 수 있습니다.,Can be found while mining.\nIcicle Merchants near exits\nwill buy them for Gold.,Se pueden encontrar al minar.\nLos comerciantes cerca de las salidas\nlos comprarán a cambio de oro.,采矿时有一定概率获得。靠近出口的冰柱商人时自动出售并获得相应金币。,採礦時有一定機率獲得。靠近出口的冰柱商人時，將自動出售並獲得金幣。
Desc_SoldOut_Icicle,Default text,PlayerStateAtStage,고드름을 판매하여 <color=yellow>{0}</color> 골드를 획득했습니다!,Sold icicles for <color=yellow>{0}</color> Gold.,Témpanos vendidos por <color=yellow>{0}</color> de oro.,已出售冰柱，获得了<color=yellow>{0}</color>金币！,已販售冰柱，獲得<color=yellow>{0}</color>金幣！
Desc_Stardust,Default text,PlayerStateAtStage,채광 시 획득합니다. 10개를 모으면 '신난다!' 상태가 됩니다.,Can be found while mining. Collect 10 to activate Superstar.,Se puede encontrar al minar. Recolecta 10 para activar Superestrella.,可在采矿时获得。收集10个将进入“好开心！”状态。,可於採礦時獲得。收集10個，將進入「好開心！」狀態。
DoMining,Default text,MiningGameGroup,채광하기! (E),Mine! [E],¡A minar! [E],采矿！（E）,採礦！(E)
DoReborn,Default text,Reborn,환생하기,Continue,Continuar,重生,重生
Easy,Default text,PortalGuide,쉬움,Easy,Fácil,简单,簡單
Enter,Default text,InteractionGuide,들어가기,Enter,Ingresar,进入,進入
Unequip,Default text,Common,장착 해제,Unequip,Quitar,解除佩戴,解除裝備
Equip,Default text,Common,장착하기,Equip,Equipar,佩戴,裝備
Equiped,Default text,Common,장착중,Equipped,Equipado,佩戴中,裝備中
EquipedAbility_Desc_Avatar,Default text,InventoryGroup,"장착 시 아바타가 변경됩니다. \n(단, 가방류 제외)",Equipping alters your avatar's appearance.\n(Excludes bag items.),Su uso altera la apariencia de tu avatar.\n(Excepto los artículos de bolsa).,佩戴时，虚拟形象会变更。\n（背包类除外）,佩帶時，造型將會變更。\n(背包類除外)
