Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
UpgradeName40003,레시피 보관함 확장,Default text,레시피 보관함 확장,,Expand Recipe Storage,Expandir almacén de recetas,扩张菜谱保管箱,擴建食譜保管箱
UpgradeName40004,의뢰 계약 갱신,Default text,의뢰 계약 갱신,,Refresh Order Contracts,Actualizar contratos de pedidos,委托合同续签,更新委託合約
UpgradeInteriorConfirmPopupTitle,인테리어 업그레이드,Default text,인테리어 업그레이드,,Interior Upgrade,Mejora de interior,升级装修,裝潢升級
UpgradeInteriorConfirmPopupMsg,매장 인테리어를 {0}로 변경하시겠습니까?\n인테리어는 변경하면 다시 되롤릴 수 없습니다.,Default text,매장 인테리어를 {0}로 변경하시겠습니까?\n인테리어는 변경하면 다시 되롤릴 수 없습니다.,,Change the Restaurant Interior to {0}?\nThe interior cannot be restored once you change it.,¿Cambiar el interior del restaurante a {0}?\nEl interior no se puede restaurar una vez que se cambia.,是否将店铺装修变更为{0}？\n一旦变更装修后，将无法撤回。,確定要將店面裝潢變為{0}嗎？\n裝潢改變後就不能復原了。
StoreInfoReputationSubTitle,지난 일주일 간의 평판 기록을 살펴보세요.,Default text,지난 일주일 간의 평판 기록을 살펴보세요.,,Examine the previous week's Reputation.,Examina la reputación de la semana anterior.,请确认上一周的口碑记录。,請查看過去一週的口碑紀錄。
TransferNotOpenedToast,아직 이적 기능이 오픈되지 않았어요!,Default text,아직 이적 기능이 오픈되지 않았어요!,,The Transfer function isn't open yet?,¿La función de transferencia aún no abrió?,调派功能尚未开放！,尚未開放離職功能！
CustomerReviewGood10001,매장이 넓고 쾌적해서 좋아.,Default text,매장이 넓고 쾌적해서 좋아.,,I love how the restaurant is wide and spacious.,Me encanta que el restaurante sea amplia y espaciosa.,店铺宽敞又舒适，真好。,店面好寬敞好舒服，真棒。
CustomerReviewGood10002,매장 인테리어가 마음에 들어.,Default text,매장 인테리어가 마음에 들어.,,I like the interior design of the restaurant.,Me gusta el diseño interior del restaurante.,我喜欢店铺的装修风格。,很滿意店面裝潢。
CustomerReviewGood10003,매장 장식이 마음에 드네.,Default text,매장 장식이 마음에 드네.,,I like the decorations.,Me gustan las decoraciones.,我喜欢店铺的装饰。,很喜歡店面的裝飾。
CustomerReviewGood20001,고기 버거가 있어서 행복해.,Default text,고기 버거가 있어서 행복해.,,I'm glad they have Beef Burgers.,Me alegra que tengan hamburguesas de carne.,有肉汉堡呢，好幸福。,有肉類漢堡，好幸福。
CustomerReviewGood20002,치킨 버거가 있어서 행복해.,Default text,치킨 버거가 있어서 행복해.,,I'm glad they have Chicken Burgers.,Me alegra que tengan hamburguesas de pollo.,有炸鸡汉堡真幸福。,有炸雞漢堡，好幸福。
CustomerReviewGood20003,해산물 버거가 있어서 행복해.,Default text,해산물 버거가 있어서 행복해.,,I'm glad they have Seafood Burgers.,Me alegra que tengan hamburguesas de mariscos.,有海鲜汉堡真幸福。,有海鮮漢堡，好幸福。
CustomerReviewGood20004,채소 버거가 있어서 행복해.,Default text,채소 버거가 있어서 행복해.,,I'm glad they have Veggie Burgers.,Me alegra que tengan hamburguesas vegetarianas.,有蔬菜汉堡真幸福。,有蔬菜漢堡，好幸福。
CustomerReviewGood20005,매운 버거가 있어서 행복해.,Default text,매운 버거가 있어서 행복해.,,I'm glad they have Spicy Burgers.,Me alegra que tengan hamburguesas picantes.,有辣味汉堡真幸福。,有辣味漢堡，好幸福。
CustomerReviewGood20006,버거 메뉴가 매력적인 맛집!,Default text,버거 메뉴가 매력적인 맛집!,,A Go-To Restaurant with Charming Burger Menus!,¡Un restaurante de moda con menús encantadores de hamburguesas!,汉堡菜单极具魅力的美食店！,漢堡菜單很吸引人的美食名店！
CustomerReviewGood20007,유행을 잘 아는 맛집!,Default text,유행을 잘 아는 맛집!,,A Go-To Restaurant that knows what's hot right now!,¡Un restaurante de moda que sabe lo que está de moda!,了解流行的美食店！,很懂流行的美食名店！
CustomerReviewGood20008,요즘 문제인 버거가 없어서 좋아.,Default text,요즘 문제인 버거가 없어서 좋아.,,I love how there are no problematic Burgers these days.,Me encanta que actualmente no haya hamburguesas problemáticas.,最近没有问题汉堡，真好。,沒有最近有爭議的漢堡，真棒。
CustomerReviewNormal10001,매장이 좀 더 넓었으면 좋겠어.,Default text,매장이 좀 더 넓었으면 좋겠어.,,I wish the restaurant was bigger.,Me gustaría que el restaurante fuera más grande.,希望店铺再大一点就好了。,希望店面可以大一點。
CustomerReviewNormal10002,인테리어가 마음에 안 들어.,Default text,인테리어가 마음에 안 들어.,,I don't like the interior design of the restaurant.,No me gusta el diseño interior del restaurante.,我不喜欢这里的装修。,不滿意裝潢。
CustomerReviewNormal10003,매장이 좀 더 꾸며져 있었으면 좋겠네.,Default text,매장이 좀 더 꾸며져 있었으면 좋겠네.,,I wish the restaurant was decorated some more.,Ojalá el restaurante tuviera más decoración.,希望店铺再漂亮一点就好了。,希望可以裝飾一下店面。
CustomerReviewNormal20001,고기 버거가 먹고 싶어.,Default text,고기 버거가 먹고 싶어.,,I want to eat a Beef Burger.,Quiero comer una hamburguesa de carne.,想吃肉汉堡。,想吃肉類漢堡。
CustomerReviewNormal20002,치킨 버거가 먹고 싶어.,Default text,치킨 버거가 먹고 싶어.,,I want to eat a Chicken Burger.,Quiero comer una hamburguesa de pollo.,好想吃炸鸡汉堡。,想吃炸雞漢堡。
CustomerReviewNormal20003,해산물 버거가 먹고 싶어.,Default text,해산물 버거가 먹고 싶어.,,I want to eat a Seafood Burger.,Quiero comer una hamburguesa de mariscos.,好想吃海鲜汉堡。,想吃海鮮漢堡。
CustomerReviewNormal20004,채소 버거가 먹고 싶어.,Default text,채소 버거가 먹고 싶어.,,I want to eat a Veggie Burger.,Quiero comer una hamburguesa vegetariana.,好想吃蔬菜汉堡。,想吃蔬菜漢堡。
CustomerReviewNormal20005,매운 버거가 먹고 싶어.,Default text,매운 버거가 먹고 싶어.,,I want to eat a Spicy Burger.,Quiero comer una hamburguesa picante.,好想吃辣味汉堡。,想吃辣味漢堡。
CustomerReviewNormal20006,[{0}] 메뉴 때문에 가게의 매력이 떨어져.,Default text,[{0}] 메뉴 때문에 가게의 매력이 떨어져.,,The {0} is really hurting the restaurant's charm.,Su {0} en verdad arruina el encanto del restaurante.,【{0}】因为菜品，会降低店铺魅力。,因為[{0}]菜單，店家變得沒有魅力了。
CustomerReviewNormal20007,유행하는 버거가 있으면 좋을텐데.,Default text,유행하는 버거가 있으면 좋을텐데.,,It would be nice if they had trendy Burgers.,Sería bueno que tuvieran hamburguesas en tendencia.,要是有流行的汉堡该多好。,要是有流行的漢堡就好了。
CustomerReviewNormal20009,대회에서 우승한 메뉴를 팔았다면 좀 더 가게가 매력있을텐데…,Default text,대회에서 우승한 메뉴를 팔았다면 좀 더 가게가 매력있을텐데…,,"If the restaurant sold Menu items that won a Contest, it'd add to their charm...","Si la tienda vendiera artículos de menú que hayan ganado concursos, le subiría el encanto...",销售大赛中获胜的菜单时，店铺应该会更有魅力……,要是可以賣比賽冠軍的菜單，這間店就會更吸引人了…
CustomerReviewNormal30001,가게의 매력이 약간 아쉽네…,Default text,가게의 매력이 약간 아쉽네…,,The restaurant is missing something... It's just not charming enough.,A la tienda le falta algo... No tiene el encanto suficiente. ,店铺的魅力稍许不足啊……,這間店有點不吸引人，真可惜…
CustomerReviewBad10001,매장이 너무 좁아서 갑갑해…,Default text,매장이 너무 좁아서 갑갑해…,,The restaurant is so small that I feel stifled...,La tienda es tan pequeña que siento que me sofoco...,店铺太小了，好闷啊……,店面太小了，好擠喔…
CustomerReviewBad10002,인테리어가 너무 별로야.,Default text,인테리어가 너무 별로야.,,Their interior design is awful.,El diseño interior es horrible.,装修太差了,裝潢太普通了。
CustomerReviewBad10003,매장 장식이 마음에 안 들어.,Default text,매장 장식이 마음에 안 들어.,,I don't like the decorations.,No me gustan las decoraciones.,我不喜欢店铺的装饰。,不喜歡店面的裝潢。
CustomerReviewBad20001,고기 버거가 없다니…,Default text,고기 버거가 없다니…,,I can't believe there are no Beef Burgers...,No puedo creer que no haya hamburguesas de carne...,居然没有肉汉堡。,竟然沒有肉類漢堡…
CustomerReviewBad20002,치킨 버거가 없다니…,Default text,치킨 버거가 없다니…,,I can't believe there are no Chicken Burgers...,No puedo creer que no haya hamburguesas de pollo...,居然没有炸鸡汉堡……,竟然沒有炸雞漢堡…
CustomerReviewBad20003,해산물 버거가 없다니…,Default text,해산물 버거가 없다니…,,I can't believe there are no Seafood Burgers...,No puedo creer que no haya hamburguesas de mariscos...,居然没有海鲜汉堡……,竟然沒有海鮮漢堡…
CustomerReviewBad20004,채소 버거가 없다니…,Default text,채소 버거가 없다니…,,I can't believe there are no Veggie Burgers...,No puedo creer que no haya hamburguesas vegetarianas...,居然没有蔬菜汉堡……,竟然沒有蔬菜漢堡…
CustomerReviewBad20005,매운 버거가 없다니…,Default text,매운 버거가 없다니…,,I can't believe there are no Spicy Burgers...,No puedo creer que no haya hamburguesas picantes...,居然没有辣味汉堡……,竟然沒有辣味漢堡…
CustomerReviewBad20006,"[{0}] 같은 메뉴를 팔다니, 매력 0점짜리 가게야.",Default text,"[{0}] 같은 메뉴를 팔다니, 매력 0점짜리 가게야.",,They're selling {0}? That's...less than charming.,¿Venden {0}? Eso... no es para nada encantador. ,【{0}】居然卖相同的菜品，魅力值0分！,菜單竟然跟[{0}]一樣，真是一間魅力0分的店。
CustomerReviewBad20007,"유행하는 버거가 없다니, 센스 없네.",Default text,"유행하는 버거가 없다니, 센스 없네.",,There are no Burgers trending these days? How disappointing.,¿No hay hamburguesas de moda últimamente? Qué decepción.,居然没有流行的汉堡，真没眼力见。,竟然沒有流行的漢堡，傻眼！
CustomerReviewBad20008,소문이 좋지 않은 버거를 팔다니 센스 없네.,Default text,소문이 좋지 않은 버거를 팔다니 센스 없네.,,People are trashing the burgers they're selling. They don't know what they're doing.,La gente critica las hamburguesas que venden. No saben lo que hacen.,居然卖传闻不好的汉堡，真没眼力见。,竟然賣聽說評價不太好的漢堡，傻眼！
StoreInfoReputationInfoTitle,내 평판,Default text,내 평판,,My Reputation,Mi reputación,我的口碑,我的口碑
StoreInfoReputationRecentLogTitle,최근 평판 변동,Default text,최근 평판 변동,,Recent Reputation Changes,Cambios de reputación reciente,最近的口碑变化,近期口碑變動
StoreInfoReputationReviewEmptyText,작성된 리뷰가 없어요!,Default text,작성된 리뷰가 없어요!,,There are no reviews!,¡No hay reseñas!,暂无评论！,尚無任何評論！
StoreInfoReputationFeedbackTitle,분석 : ,Default text,분석 : ,,Analysis: ,Análisis: ,分析： ,分析：
ShopCategoryName7,조리 EXP,Default text,조리 EXP,,Line Cook EXP,EXP de cocinero de línea,烹饪经验值,料理EXP
ShopCategoryName6,서빙 EXP,Default text,서빙 EXP,,Wait Staff EXP,EXP de mesero,服务经验值,服務EXP
ShopCategoryName5,도시락&메달,Default text,도시락&메달,,Bento Box & Medal,Caja bento y medalla,便当与奖牌,便當&勳章
ShopCategoryName4,재료 구독,Default text,재료 구독,,Ingredient Subscription,Suscripción a ingredientes,订阅材料,訂閱材料
ShopConditionToastSubs,구독은 최대 {0}개월까지만 연장할 수 있어요!,Default text,구독은 최대 {0}개월까지만 연장할 수 있어요!,,You can extend your subscription up to {0} month(s)!,¡Puedes extender tu suscripción hasta por {0} mes(es)!,订阅最多可以延长{0}个月！,訂閱最多只能延長到{0}個月！
ShopConditionToastLunchBox,도시락 최대 보유량보다 많이 구매할 수 없어요!,Default text,도시락 최대 보유량보다 많이 구매할 수 없어요!,,You can't buy more Bento Boxes than you can hold!,¡No puedes comprar más cajas bento de las que puedes llevar encima!,不能购买超过最大保有量的便当！,便當購買量不能超過便當最大持有量！
ShopResetTextDay,{0}일 {1}시 뒤 리셋,Default text,{0}일 {1}시 뒤 리셋,,Reset after {0} d {1} h,Se reinicia tras {0} d {1} h,{0}天{1}小时后重置,{0}日{1}點後重置
ShopResetTextHour,{0}시 {1}분 뒤 리셋,Default text,{0}시 {1}분 뒤 리셋,,Reset after {0} h {1} min,Se reinicia tras {0} h {1} min,{0}小时{1}分钟后重置,{0}時{1}分後重置
ShopResetTextMinute,{0}분 {1}초 뒤 리셋,Default text,{0}분 {1}초 뒤 리셋,,Reset after {0} min {1} sec,Se reinicia tras {0} min {1} s,{0}分钟{1}秒后重置,{0}分{1}秒後重置
ShopResetTextSecond,{0}초 뒤 리셋,Default text,{0}초 뒤 리셋,,Reset after {0} sec,Se reinicia tras {0} s,{0}秒后重置,{0}秒後重置
ShopSubscriptionTitle,구독 현황,Default text,구독 현황,,Subscription Status,Estado de suscripción,订阅情况,訂閱現況
StageLoadingText,지역 이동 중 …,Default text,지역 이동 중 …,,Moving between regions...,Moviéndose entre regiones...,地区移动中……,地區移動中 …
StageLoadingInfoText,로딩 중 플레이를 강제로 종료하면 데이터가 유실될 수 있습니다.\n이 경우 데이터 복구가 어려울 수 있으니 주의해 주세요!,Default text,로딩 중 플레이를 강제로 종료하면 데이터가 유실될 수 있습니다.\n이 경우 데이터 복구가 어려울 수 있으니 주의해 주세요!,,You may lose data if you force quit the game during loading.\nBe careful. It may be difficult restore the data.,Podrías perder datos si abandonas el juego mientras se carga.\nTen cuidado. Podría ser difícil restaurar los datos.,在加载过程中强制结束游戏时，可能会发生数据丢失。\n遇到此情况时，将难以恢复丢失数据，敬请注意！,在載入過程中強制結束遊戲可能會導致數據遺失。\n此狀況難以恢復數據，請務必留意！
Chustar_Format,츄슐랭 {0},Default text,츄슐랭 {0},,Chuchelin {0},{0} Chuchelin,啾其林{0},啾其林{0}
StageSelectContinueButton,영업 재개,Default text,영업 재개,,Continue Business,Continuar negocios,重新营业,恢復營業
StageSelectStartNewButton,새 지점 내기,Default text,새 지점 내기,,Open a New Branch,Abrir una nueva sucursal,开设新的分店,開設新分店
Playing,진행중,Default text,진행중,,In Progress,En curso,进行中,進行中
StageCollectRate,수집 진행도,Default text,수집 진행도,,Collection Progress,Progreso de colección,收集进度,收集進度
Grade_Format,{0}등급,Default text,{0}등급,,Grade {0},Grado {0},{0}级,{0}等級
ChustarUnrank,미등재,Default text,미등재,,Unregistered,Sin registrar,未刊登,未登錄
StageSelectToast1,다음 업데이트를 기다려주세요!,Default text,다음 업데이트를 기다려주세요!,,Please wait for the next update!,¡Espera a la siguiente actualización!,敬请等候后续更新！,請等待下一次更新！
StageSelectToast2,아직 도달하지 못한 지역입니다!,Default text,아직 도달하지 못한 지역입니다!,,You haven't reached this Region yet!,¡Aún no llegaste a esta región!,你还没有抵达过该地区！,尚未到達的地區！
StageSelectStartNewPopupContents1,새로운 지점을 내시겠습니까?,Default text,새로운 지점을 내시겠습니까?,,Open a new branch?,¿Abrir una nueva sucursal?,是否开设新的分店？,確定要開設新分店嗎？
StageSelectStartNewPopupContents2,\n선택한 지역의 진행 중인 모든 정보가 초기화되며 복구할 수 없습니다.,Default text,\n선택한 지역의 진행 중인 모든 정보가 초기화되며 복구할 수 없습니다.,,\nAll progression information in the selected region will be reset and cannot be restored.,\nToda la información de progreso de la región seleccionada se restablecerá y no se podrá restaurar.,\n所选地区正在进行的所有信息均已重置，无法恢复。,\n所選區域正在進行中的所有資訊皆會重置且無法復原。
StageSelectStartNewPopupTitle,새로운 지점 내기,Default text,새로운 지점 내기,,Open a New Branch,Abrir una nueva sucursal,开设新的分店,開設新分店
StageSelectToast3,아직 진행하지 않은 지역입니다!,Default text,아직 진행하지 않은 지역입니다!,,You haven't made progress in this region yet!,¡Aún no progresaste en esta región!,你还没有进行过该地区！,尚未進行的地區！
StageSelectToast4,현재 진행 중인 지역입니다!,Default text,현재 진행 중인 지역입니다!,,You are currently playing this region!,¡Estás jugando en esta región actualmente!,此为当前正在进行的地区。,目前正在進行中的地區！
StageSelectContinuePopupContents,다른 지점으로 이동하여 영업을 이어나가시겠습니까?\n진행 중인 데이터는 보존됩니다.,Default text,다른 지점으로 이동하여 영업을 이어나가시겠습니까?\n진행 중인 데이터는 보존됩니다.,,Go to another branch and continue business?\nCurrent data will be preserved.,¿Ir a otra sucursal y seguir con los negocios?\nLos datos actuales se preservarán.,是否移动到其他分店并继续营业？\n正在进行的数据将被保存。,確定要移動到其他地點繼續營業嗎？\n將儲存進行中的數據。
StageSelectContinuePopupTitle,영업 재개하기,Default text,영업 재개하기,,Continue Business,Continuar negocios,重新营业,恢復營業
ChuchuCollectRate,츄츄 수집률,Default text,츄츄 수집률,,Chu Chu Collection,Colección de Chu Chus,啾啾收集率,啾啾收集率
IngredientCollectRate,재료 수집률,Default text,재료 수집률,,Ingredient Collection,Colección de ingredientes,材料收集率,材料卡收集率
StageClearReward,스테이지 클리어 보상,Default text,스테이지 클리어 보상,,Stage Clear Rewards,Recompensas por completar etapa,关卡通关奖励,關卡完成獎勵
OnlyFirstTime,최초 1회,Default text,최초 1회,,First Time,Primera vez,首次,最少1次
Max,최대,Default text,최대,,Max,Máx.,最大,最高
StageInfoStartButton,이대로 시작하기,Default text,이대로 시작하기,,Start,Comenzar,就此开始,直接開始
StageInfoTabStage,지역,Default text,지역,,Region,Región,地区,地區
StageInfoTabIngredient,재료,Default text,재료,,Ingredients,Ingredientes,材料,材料
StageInfoTabEmployee,츄츄,Default text,츄츄,,Chu Chus,Chu Chus,啾啾,啾啾
StageInfoTabStrategy,경영전략,Default text,경영전략,,Business Strategy,Estrategia de negocios,经营策略,經營策略
PromotionIngredient,프로모션 재료,Default text,프로모션 재료,,Promotional Ingredients,Ingredientes promocionales,促销材料,推廣材料
SpecialIngredient,지역 특산물,Default text,지역 특산물,,Regional Products,Productos regionales,地区特产,地區特產
StageInfoIngredientInfoText,"지역 특산물과 프로모션 재료는 맛 점수 +{0}, 가격 +{1}의 버프가 적용됩니다.",Default text,"지역 특산물과 프로모션 재료는 맛 점수 +{0}, 가격 +{1}의 버프가 적용됩니다.",,"Taste Score +{0}, Price +{1} buffs are applied to Regional Products and Promotional Ingredients.","Puntuación de sabor +{0}, se aplican mejoras de precio +{1} a los productos regionales e ingredientes promocionales.",地区特产与促销材料适用味道分数+{0}与价格+{1}增益。,地區特產和推廣材料適用於美味分數+{0}、價格+{1} Buff。
StageInfoListEmptyText1,진행 중인 데이터가 없습니다!,Default text,진행 중인 데이터가 없습니다!,,No data in progress!,¡No hay datos en curso!,没有进行中的数据。,無進行中的數據！
StartingEmployee,창업 멤버,Default text,창업 멤버,,Founding Members,Miembros fundadores,创业成员,創始成員
StageEmployee,지역 등장 츄츄,Default text,지역 등장 츄츄,,Region-Specific Chu Chus,Chu Chus de región específica,地区登场啾啾,地區登場啾啾
StageInfoEmployeeInfoText,지역 등장 츄츄는 해당 지역에서 이동 속도 +{0} 버프가 적용됩니다.,Default text,지역 등장 츄츄는 해당 지역에서 이동 속도 +{0} 버프가 적용됩니다.,,The Move Speed +{0} buff is applied to region-specific Chu Chus in that region.,La mejora de velocidad de movimiento +{0} se aplica a los Chu Chus de región específica de esa región.,地区登场啾啾可该地区适用移动速度+{0}增益。,地區登場啾啾適用於該區域移動速度+{0} Buff。
UsedSP_Format,사용한 SP: {0},Default text,사용한 SP: {0},,Used SP: {0},PH usados: {0},使用的SP：{0},使用的SP：{0}
StageInfoStageRewardDiamondTooltip,"각 경영 등급 달성 시, 혹은 지역 랭킹 1위 달성 시 다이아 획득 가능",Default text,"각 경영 등급 달성 시, 혹은 지역 랭킹 1위 달성 시 다이아 획득 가능",,You'll get Diamonds each time you raise your Business Grade or each time you reach Region Rank 1.,Recibirás diamantes cada vez que subas el grado del negocio o cada vez que alcances el rango de región 1.,达到各经营级别或地区排行榜第1名时，可获得钻石,達成各經營等級或地區排名第1名時可獲得鑽石
StageInfoListEmptyText2,경영전략을 세팅하지 않았어요!,Default text,경영전략을 세팅하지 않았어요!,,A Business Strategy has not been set yet!,¡Aún no se ha establecido una estrategia de negocios!,当前尚未设定经营策略！,尚未設定經營策略！
StageInfoStartPopupContents1,이 세팅으로 새로운 지점을 내시겠습니까?\n,Default text,이 세팅으로 새로운 지점을 내시겠습니까?\n,,Open a new branch with these settings?\n,¿Abrir una nueva sucursal con esta configuración?\n,是否使用该设定开设新分店？\n,確定要以此設定開設新分店嗎？\n
StageInfoStartPopupContents2,"해당 지역에서 진행 중이던 데이터는 모두 초기화되며, ",Default text,"해당 지역에서 진행 중이던 데이터는 모두 초기화되며, ",,All data in progress in that region will be reset. ,Todos los datos en curso en esa región se restablecerán. ,该地区正在进行的数据将全部重置， ,該區域正在進行中的數據將全數重置，
StageInfoStartPopupContents3,"경영 진행 중에는 프로모션 재료, 경영전략 세팅을 변경할 수 없습니다.",Default text,"경영 진행 중에는 프로모션 재료, 경영전략 세팅을 변경할 수 없습니다.",,Promotional Ingredients and Business Strategy settings cannot be changed while in business.,La configuración de los ingredientes promocionales y de la estrategia de negocios no se puede cambiar mientras el negocio está operativo.,在进行经营时，无法变更促销材料和经营策略设定。,經營過程中，無法變更推廣材料、經營策略設定。
StageInfoStartPopupTitle,세팅 저장,Default text,세팅 저장,,Save Settings,Guardar configuración,保存设定,儲存放置
StageRewardTitle1,츄슐랭 등급,Default text,츄슐랭 등급,,Chuchelin Grade,Grado Chuchelin,啾其林级别,啾其林等級
StageRewardTitle2,경영전략 획득,Default text,경영전략 획득,,You got a Business Strategy!,¡Tienes una estrategia de negocios!,获得经营策略,獲得經營策略
StageRewardTitle3,사이드 메뉴 획득,Default text,사이드 메뉴 획득,,You got a Side Dish!,¡Recibiste una guarnición!,获得配菜,獲得配餐菜單
StageRewardTitle4,사이드 메뉴 구매 가능,Default text,사이드 메뉴 구매 가능,,Purchasable Side Dishes,Guarniciones adquiribles,可以购买配菜,可購買配餐菜單
StageRewardClearInfoTitle1,아직 츄슐랭 등재 전이예요.,Default text,아직 츄슐랭 등재 전이예요.,,You're not listed in the Chuchelin Guide yet.,Aún no apareces en la Guía Chuchelin.,目前还没有刊登到啾其林。,尚未登上啾其林。
StageRewardClearInfoTitle2,츄슐랭에 등재된 것을 축하해요!,Default text,츄슐랭에 등재된 것을 축하해요!,,Congratulations on the Chuchelin listing!,¡Felicitaciones por aparecer en la lista Chuchelin!,恭喜上榜啾其林！,恭喜登上啾其林了！
StageRewardClearInfoTitle3,츄슐랭 등급이 상승했어요!,Default text,츄슐랭 등급이 상승했어요!,,Your Chuchelin Grade increased!,¡Aumentó tu grado Chuchelin!,啾其林级别提升了！,啾其林等級提升了！
StageRewardClearBurgrePriceInfo,츄슐랭 등급 효과로 메뉴 판매 가격 <color=#FFED23>+{0}%</color> 보너스,Default text,츄슐랭 등급 효과로 메뉴 판매 가격 <color=#FFED23>+{0}%</color> 보너스,,Menu Sale Price <color=#FFED23>+{0}%</color> due to your Chuchelin Grade effect,Precio de venta del menú <color=#FFED23>+{0} %</color> debido al efecto de tu grado Chuchelin,因啾其林级别效果，菜单销售价格<color=#FFED23>+{0}%</color>加成,因啾其林等級效果，獲得菜單販售價格<color=#FFED23>+{0}%</color>紅利
StageRewardStrategyInfoText,새로운 경영전략을 사용할 수 있게 되었어요!,Default text,새로운 경영전략을 사용할 수 있게 되었어요!,,You can now use a new Business Strategy!,¡Ahora puedes usar una nueva estrategia de negocios!,现在可以使用新的经营策略了！,已可使用新的經營策略！
StrategyName01,고용 지원금,Default text,고용 지원금,,Employment Support Fund,Fondo de apoyo ocupacional,雇佣补贴,僱用贊助金
StrategyName02,절약 정신,Default text,절약 정신,,Frugality,Austeridad,节约精神,節約精神
StrategyName03,흥정의 기술,Default text,흥정의 기술,,Bargaining Technology,Tecnología de regateo,讲价之道,討價還價的技術
StrategyName04,트렌드세터,Default text,트렌드세터,,Trendsetter,Marca tendencia,潮流引领者,潮流引領者
StrategyName05,초기 자본,Default text,초기 자본,,Initial Capital,Capital inicial,初期资本,初期資本
StrategyName06,지역 커넥션,Default text,지역 커넥션,,Region Connection,Conexión regional,地区连接,地區連線
StrategyName07,자석같은 매력,Default text,자석같은 매력,,Magnetic Charm,Encanto magnético,磁铁般的魅力,磁鐵般的魅力
StrategyName08,버거 꾸미기,Default text,버거 꾸미기,,Decorate Burger,Decorar hamburguesa,装饰汉堡,裝飾漢堡
StrategyName09,스크린 설치,Default text,스크린 설치,,Install Screen,Instalar pantalla,布置银幕,放置螢幕
StrategyName10,할인 쿠폰,Default text,할인 쿠폰,,Discount Coupon,Cupón de descuento,优惠券,折價券
StrategyName11,바이럴 마케팅,Default text,바이럴 마케팅,,Viral Marketing,Publicidad viral,病毒式营销,病毒式行銷
StrategyName12,직원 워크샵,Default text,직원 워크샵,,Staff Workshop,Taller del personal,员工研讨会,員工研討會
StrategyName13,직원 서비스 교육,Default text,직원 서비스 교육,,Service Staff Education,Educación de los empleados de servicio,员工招待培训,員工服務教育訓練
StrategyName14,행운의 주인공,Default text,행운의 주인공,,Lucky Owner,Propietario afortunado,幸运的主人公,幸運的主角
StrategyName15,큰 팁 박스,Default text,큰 팁 박스,,Large Tip Box,Caja grande de propinas,小费箱（大）,大型小費箱
StrategyDesc01,매 달 지출해야 하는 월급이 {0} 감소한다.,Default text,매 달 지출해야 하는 월급이 {0} 감소한다.,,Decreases Salary to be paid each month by {0}.,Reduce el salario a pagar cada mes en {0}.,每月要支出的工资减少{0}。,每月支出的薪資減少{0}。
StrategyDesc02,매 달 지출해야 하는 운영비가 {0} 감소한다.,Default text,매 달 지출해야 하는 운영비가 {0} 감소한다.,,Decreases Management Fees to be paid each month by {0}.,Reduce las tarifas de gestión a pagar cada mes en {0}.,每月要支出的经营费用减少{0}。,每月支出的營運費用減少{0}。
StrategyDesc03,업그레이드 시 필요한 비용이 {0} 감소한다.,Default text,업그레이드 시 필요한 비용이 {0} 감소한다.,,Decreases upgrade costs by {0}.,Reduce los costos de mejora en {0}.,升级所需费用减少{0}。,升級所需的費用減少{0}。
StrategyDesc04,"유행이 발생했을 때, 유행 중인 태그의 메뉴 콤보 효과가 {0} 증가한다.",Default text,"유행이 발생했을 때, 유행 중인 태그의 메뉴 콤보 효과가 {0} 증가한다.",,Trends increase the Menu Combo effect for the trending Tag by {0}.,Las tendencias aumentan el efecto del combo del menú para la etiqueta de moda en {0}.,当流行发生时，带有流行标签的菜单组合效果增加{0}。,出現流行時，現正流行的標籤菜單組合效果增加{0}。
StrategyDesc05,시작할 때 {0} 원을 들고 시작한다.,Default text,시작할 때 {0} 원을 들고 시작한다.,,Begin with {0} Mesos.,Comienza con {0} mesos.,将持有{0}枫币的状态下开始。,以{0}楓幣開始。
StrategyDesc06,특산물의 맛 점수와 가격이 {0} 추가로 증가한다.,Default text,특산물의 맛 점수와 가격이 {0} 추가로 증가한다.,,Further increases Taste Score and Price of Regional Product by {0}.,Aumenta aún más la puntuación de sabor y el precio de los productos regionales en {0}.,特产的味道分数与价格额外增加{0}。,特產美味分數級價格額外增加{0}。
StrategyDesc07,매장의 매력을 높이는 업그레이드의 효과가 {0} 증가한다.,Default text,매장의 매력을 높이는 업그레이드의 효과가 {0} 증가한다.,,Increases upgrade effects that increase the Restaurant's Charm by {0}.,Aumenta los efectos de mejora que aumentan el encanto del restaurante en {0}.,可提升店铺魅力的升级效果将增加{0}。,提升店面魅力的升級效果增加{0}。
StrategyDesc08,레시피의 매력이 {0} 증가한다.,Default text,레시피의 매력이 {0} 증가한다.,,Increases the Recipe's Charm by {0}.,Aumenta el encanto de la receta en {0}.,菜谱魅力增加{0}点。,食譜魅力增加{0}。
StrategyDesc09,손님들이 주문이 지연되었다고 평가하는 기준이 {0} 완화된다.,Default text,손님들이 주문이 지연되었다고 평가하는 기준이 {0} 완화된다.,,Customers will be {0} more lenient when judging a delay in their orders.,Los clientes serán {0} más tolerantes al juzgar una demora en los pedidos.,顾客们对订单延迟的评价标准放宽了{0}。,客人訂單延遲評價標準放寬至{0}。
