Id,RowIndex,ParentPageId,ContentType,OrderIndex,GuideContentTextKey,VlookupGuideContentTextKey
GC000130,130,GP12,Desc,2,GP12_2TextKey,"제작한 <color=#e77e18>레시피</color>들을 메뉴에 세팅해두면, 손님들이 메뉴를 보고 가게에 입장해요. <color=#e77e18>매력적인 메뉴</color>를 세팅해두면 더 많은 손님들이 방문하게 되죠! \n손님들의 다양한 취향을 만족시킬 수 있도록 <color=#e77e18>다양한 태그</color>의 레시피를 메뉴에 세팅하는 것이  유리해요.  \n\n여러 개의 메뉴 세팅하려면 <color=#e77e18>진열대</color>를 추가하세요! \n여러 개의 메뉴를 세팅하려면 진열대를 추가해야 해요. 최대 5개의 메뉴를 세팅할 수 있답니다! \n\n메뉴를 바꾸면 진열대에 있던 버거들은 <color=#e77e18>폐기</color>돼요.  \n메뉴가 변경되면 주방에서 츄츄들이 분주하게 새로운 메뉴를 준비하기 시작하지만, 준비하는 데 시간이 걸릴 수 있어요. 이때, 매장 관리의 <color=#e77e18>보충 기능</color>을 사용하면 원활한 매장 운영을 돕는 데 큰 도움이 됩니다. \n매력적인 메뉴를 세팅하여 손님들을 더 많이 끌어들이고, 가게를 번창시켜 보세요!"
GC000131,131,GP12,Title,3,GP12_3TextKey,유행에 맞춰 메뉴를 조정하자!
GC000132,132,GP12,Desc,4,GP12_4TextKey,"가끔 특정 태그의 메뉴의 <color=#e77e18>인기가 많아지거나 기피하는 경향</color>이 생겨요. \n손님들은 유행에 민감해서, 인기 있는 메뉴는 더 많이 구매하고, 인기가 없는 메뉴는 덜 구매하게 된답니다. \n\n유행 소식을 빠르게 받아들이고 <color=#e77e18>재빠르게 대응</color>하면 이익을 취할 수 있어요. \n\n유행하는 태그의 메뉴는 더 많은 손님들이 찾기 때문에, 그에 맞춰 메뉴를 조정하면 매출을 높일 수 있어요. \n인기가 없는 메뉴는 판매하는 것만으로도 가게의 매력을 떨어뜨릴 수 있으니, 메뉴를 조정하는 것이 좋아요!"
GC000133,133,GP12,Title,5,GP12_5TextKey,메뉴 콤보 시스템: 태그 조합으로 가격 보너스 효과 얻기!
GC000134,134,GP12,Desc,6,GP12_6TextKey,진열대 5개를 설치하면 메뉴 콤보 시스템이 오픈돼요! \n어떤 태그들을 조합해서 메뉴를 세팅하느냐에 따라 <color=#e77e18>판매 가격</color>에 보너스 효과를 받을 수 있어요! \n유행 상황에 맞춰 메뉴 세팅 콤보 효과를 노려보세요! \n\n트렌드세터 경영 전략 효과와의 시너지! \n트렌드세터 경영 전략 효과를 설정했다면 유행이 발생했을 때 유행하는 태그로 메뉴 콤보 세팅을 했을 때 판매 가격 보너스를 더욱 높일 수 있어요.
GC000135,135,GP13,Title,1,GP13_1TextKey,의뢰 란?
GC000136,136,GP13,Desc,2,GP13_2TextKey,"의뢰는 삐약 딜리버리와 계약을 통해 발생합니다.  \n의뢰에는 <color=#e77e18>레시피 의뢰</color>와 <color=#e77e18>재료 의뢰</color> 두 종류가 있어요. \n\n레시피 의뢰는 까다롭지만 더 많은 보상을 받을 수 있어요.  \n재료 의뢰는 재료만 있다면 간단히 해결할 수 있어요. 하지만 레시피 의뢰에 비해 보상은 적을 수 있어요. \n\n한 시즌마다 의뢰를 수행할 수 있는 횟수에 제한이 있으니, 어떤 의뢰를 수행할지 잘 선택해서 운영하세요! \n\n삐약 딜리버리와의 계약을 갱신하면 <color=#ff9813>의뢰</color>를 더 많이 받을 수 있어요. 비용만 지불한다면 <color=#ff9813>삐약 딜리버리</color>에서는 기꺼이 더 많은 의뢰를 소개해 줄 거에요!"
GC000137,137,GP13,Title,3,GP13_3TextKey,의뢰 보상
GC000138,138,GP13,Desc,4,GP13_4TextKey,"의뢰를 수행할 때마다 <color=#e77e18>하트와 평판</color>을 얻을 수 있어요! \n특히 레시피 의뢰는 까다로울수록 하트 보상이 더 많아지죠. \n재료 의뢰의 하트 보상은 제출하는 재료의 등급과 개수에 의해 달라져요.  \n\n의뢰를 수행할 때마다 <color=#e77e18>의뢰 점수</color>를 획득해요. \n레시피 의뢰에서 요구한 조건보다 더 높은 레시피를 제출한다면 의뢰 점수를 더 많이 받아요! \n의뢰 점수는 삐약 딜리버리에서 주는 신뢰의 증표로, 이 점수를 통해 시즌 보상이 결정돼요. \n\n의뢰 점수에 따라 시즌 보상으로 <color=#e77e18>클로버</color>를 획득할 수 있어요! \n<color=#129ccf>츄츄 도감 수집 보너스</color> 효과를 통해 시즌 보상으로 획득하는 클로버의 양을 증가시킬 수 있어요."
GC000139,139,GP14,Title,1,GP14_1TextKey,경영 등급이란?
GC000140,140,GP14,Desc,2,GP14_2TextKey,"경영 등급은 가게의 경영 수준을 나타내는 척도예요.  \n• 새싹 → 브론즈 → 실버 → 골드 → 루비 → 플래티넘 \n플래티넘 등급에 도달하면, 맛집 랭킹 1등을 노리는 것 뿐! \n\n<color=#e77e18>경영 등급</color>이 오를수록 가게의 인지도가 높아지고, 그만큼 더 많은 손님들이 찾아옵니다. 자연스럽게 매출도 상승하게 되죠! \n또한 새로운 <color=#e77e18>업그레이드</color>를 할 수 있고, 출장이나 레시피 의뢰 등에서 얻는 <color=#e77e18>보상</color>도 증가해요. \n\n하지만 번창한 가게일수록 <color=#129ccf>손님들이 기대하는 수준</color>도 더 높아질 거예요. 이를 만족시키기 위해서는 더 넓은 매장, 세련된 인테리어, 더 맛있는 버거 레시피, 그리고 높은 능력치를 가진 츄츄들이 필요합니다."
GC000141,141,GP14,Title,3,GP14_3TextKey,경영 목표란?
GC000142,142,GP14,Desc,4,GP14_4TextKey,"경영 목표는 경영 등급을 달성하기 위해 완료해야 하는 미션들이에요. \n각 등급별로 <color=#e77e18>4개의 미션</color>을 완수하면, 다음 등급으로 넘어갈 수 있어요! \n각 경영 등급마다 4개의 미션이 주어져요. 이 미션들을 완료하면 더 높은 경영 등급을 받을 수 있어요. \n미션을 완료하려면 매장, 출장, 레시피, 대회, 의뢰 등 <color=#e77e18>다양한 면에서 뛰어난 성과</color>를 내야 해요. \n더 높은 경영 등급을 목표로 미션을 하나하나 완수하며 성장해보세요! "
GC000143,143,GP15,Title,1,GP15_1TextKey,대회란?
GC000144,144,GP15,Desc,2,GP15_2TextKey,대회에서는 성장시킨 <color=#e77e18>츄츄</color>와 제작한 <color=#e77e18>레시피</color>로 다른 가게들과 경쟁할 수 있어요. \n<color=#e77e18>참가비</color>가 들지만 우승한다면 보상을 얻을 수 있어요. \n대회는 언제든지 참가할 수 있지만 제대로 준비를 해야만 우승할 수 있어요.  \n참가할 츄츄나 레시피를 선택할 때 <color=#e77e18>예상되는 결과</color>를 확인할 수 있으니 참고하세요! \n\n대회에는 7개의 난이도가 있어요.  \n• 입문 → 초급1 → 초급2 → 중급1 → 중급2 → 고급1 → 고급2
GC000145,145,GP15,Title,3,GP15_3TextKey,공식 대회와 비공식 대회
GC000146,146,GP15,Desc,4,GP15_4TextKey,"<color=#e77e18>공식 대회</color> \n• 난이도별로 단 한 번만 도전할 수 있어요. \n• 이전 대회에서 우승하면 그 다음 대회에 도전할 수 있게 돼요. \n• 우승을 목표로 차근차근 도전하며 레벨을 높여 최강의 츄츄와 레시피를 준비하세요! \n\n<color=#e77e18>비공식 대회</color> \n• 비공식 대회는 2개월에 한 번씩 대회 목록이 갱신돼요. \n• 출전 가능한 대회 목록이 갱신되므로, 그때그때 참여할 대회를 선택해서 도전할 수 있어요. \n• 비공식 대회의 난이도는 레시피와 직원의 성장 수준에 따라 주어져요.  \n\n대회에 참가해 최고의 보상을 노리고, 가게를 더 번창시켜 보세요! "
GC000147,147,GP15,Title,5,GP15_5TextKey,직원 대회
GC000148,148,GP15,Desc,6,GP15_6TextKey,"직원 대회에는 조리와 서빙의 두 분야가 있어요. \n• <color=#e77e18>조리 대회</color>에서는 누가 더 빨리 레시피를 완성하는지를 겨뤄요. \n• <color=#e77e18>서빙 대회</color>에서는 누가 더 많은 버거를 먼저 판매하는지를 겨뤄요. \n\n직원 대회에서 우승하려면 EXP 결정을 사용해 츄츄의 <color=#e77e18>레벨</color>을 올려 준비하세요! \n공식 직원 대회에서는 이전에 바로 출전했던 츄츄는 연속으로 출전할 수 없으니, 대회에 출전할 츄츄를 전략적으로 육성하는 것도 중요해요."
GC000149,149,GP15,Title,7,GP15_7TextKey,레시피 대회
GC000150,150,GP15,Desc,8,GP15_8TextKey,"레시피 대회는 <color=#e77e18>#고기, #치킨, #해산물, #채소, #매움</color> 등 다양한 분야에서 레시피의 맛 점수를 평가하는 대회예요. \n태그가 다른 레시피는 대회에 출품할 수 없으므로, 각 대회가 요구하는 레시피 태그를 연구해야 해요. \n\n대회에서 우승한 레시피를 판매하면 손님들이 가게를 더욱 <color=#e77e18>매력적</color>으로 느껴 방문할 확률이 높아져요. \n레시피 대회에서 우승 효과는 <color=#e77e18>3개월</color> 동안 지속돼요.  \n대회에서 우승해 손님들의 마음을 사로잡는 레시피를 판매하세요!"
GC000151,151,GP16,Title,1,GP16_1TextKey,맛집 랭킹이란?
GC000152,152,GP16,Desc,2,GP16_2TextKey,"맛집 랭킹은 해당 지역에 입점한 음식점들의 <color=#e77e18>인기 랭킹</color>이에요. \n매년 <color=#e77e18>12월</color>에 순위가 발표되며, 순위에 따른 푸짐한 <color=#e77e18>보상</color>을 받을 수 있어요! \n\n각 지역에는 사장님이 진출하기 전에 1위를 차지한 <color=#129ccf>라이벌</color>이 있어요. \n라이벌을 넘어서는 <color=#129ccf>매출</color>을 달성해야 맛집 랭킹 1위에 도달할 수 있어요! \n맛집 랭킹 1위를 목표로 라이벌을 이기고, 더 많은 보상을 얻어보세요! "
GC000153,153,GP16,Title,3,GP16_3TextKey,츄슐랭 등급이란?
GC000154,154,GP16,Desc,4,GP16_4TextKey,"츄슐랭 가이드는 우월하고 탁월한 음식점만을 엄선하는 가이드로 유명해요. \n맛집 랭킹 1위를 한 번이라도 달성해야 츄슐랭 가이드에 <color=#129ccf>등재</color>될 수 있어요. \n등재 후 새로운 지역에서 다시 <color=#e77e18>맛집 랭킹 1위</color>를 달성하면 별이 주어지고, <color=#e77e18>별을 획득</color>할 때마다 츄슐랭 등급이 점차 상승해요. \n\n츄슐랭 등급이 미달이면 입점조차 할 수 없는 지역도 있다고 해요. \n츄슐랭 등급을 올리고 최고의 맛집으로 자리매김해 보세요! \n\n츄슐랭 등급이 상승할수록 가게의 로열티도 올라가며, <color=#e77e18>버거의 판매 가격</color>이 상승하는 보너스 효과도 기대할 수 있어요. 매장의 성장에 따라 버거 판매 가격도 점차 더 높은 가치를 인정받게 됩니다!"
GC000155,155,GP17,Title,1,GP17_1TextKey,도시락이란?
GC000156,156,GP17,Desc,2,GP17_2TextKey,도시락은 <color=#e77e18> 출장</color>의 필수품이죠.  \n츄츄들이 출장을 떠날 때 도시락은 꼭 챙겨야 해요!  \n• <color=#e77e18>트럭 출장</color>을 떠나려면 도시락이 <color=#e77e18>10개</color> 필요해요. \n• <color=#e77e18>스쿠터 출장</color>을 떠나려면 도시락이 <color=#e77e18>3개</color> 필요해요. 
GC000157,157,GP17,Title,3,GP17_3TextKey,도시락은 어디서 얻나요?
GC000158,158,GP17,Desc,4,GP17_4TextKey,"도시락은 일정 시간마다 1개씩 자동 생산하지만, 부족하다면 <color=#129ccf>클로버</color>를 사용해 상점에서 구매할 수 있어요. \n도시락 생산 연구를 업그레이드하면 생산 속도가 빨라져요!  \n하지만 조심하세요! 도시락 보관함이 가득 차면 더 이상 얻을 수 없으니, 도시락 보관함 확장 업그레이드도 꼭 해주세요."
GC000159,159,GP18,Title,1,GP18_1TextKey,가구의 종류
GC000160,160,GP18,Desc,2,GP18_2TextKey,매장에는 세 가지 종류의 가구가 있어요.  \n• <color=#e77e18>조리대</color> : 주방에서 버거를 만드는 조리 전문 츄츄가 사용해요. \n• <color=#e77e18>계산대</color> : 손님에게 주문을 받는 서빙 전문 츄츄가 사용해요. \n• <color=#e77e18>진열대</color> : 주방에서 만든 버거를 보관해요. 주방에서 일하는 츄츄가 만든 버거를 진열대에 저장해두면 계산대에서 일하는 츄츄가 손님에게 받은 주문에 따라 필요한 만큼 가져가요.
GC000161,161,GP18,Title,3,GP18_3TextKey,가구의 성능 연구
GC000162,162,GP18,Desc,4,GP18_4TextKey,각각의 가구는 고유한 효과를 가지고 있어요. <color=#e77e18>가구 성능 연구</color> 업그레이드할 때 마다 효과가 상승해요. \n• 조리대 : 조리대의 레벨이 오르면 버거의 품질이 더 좋아지기 때문에  <color=#e77e18>버거 판매 가격이 상승</color>해요. \n• 계산대 : 계산대의 레벨이 오르면 손님의 만족도가 올라가서 <color=#e77e18>손님이 주는 팁(하트)의 양이 증가</color>해요. \n• 진열대 : 진열대 레벨이 오르면 하나의 진열대에 <color=#e77e18>저장할 수 있는 버거의 개수가 증가</color>해요.
GC000163,163,GP18,Title,5,GP18_5TextKey,츄츄를 추가하려면?
GC000164,164,GP18,Desc,6,GP18_6TextKey,"츄츄를 추가하려면 <color=#e77e18>가구를 추가로 설치</color>하세요. \n츄츄가 일하려면 가구가 필요하기 때문에, 츄츄의 수만큼 가구가 필요해요. \n업그레이드의 가구 탭에서 가구를 추가로 설치할 수 있어요. 가구를 추가하면 <color=#e77e18>츄츄를 배치</color>할 수 있는 슬롯이 열릴 거예요."
GC000165,165,GP18,Title,7,GP18_7TextKey,가구를 추가하려면?
GC000166,166,GP18,Desc,8,GP18_8TextKey,매장의 크기가 좁으면 가구를 설치할 자리가 한정되어 있어서 츄츄를 더 많이 배치하기 어려워요. \n하지만 매장 크기를 확장하면 가구를 더 많이 설치할 수 있게 되고 그만큼 더 많은 츄츄를 배치할 수 있습니다.
GC000167,167,GP18,Title,9,GP18_9TextKey,판매하는 메뉴를 추가하려면?
GC000168,168,GP18,Desc,10,GP18_10TextKey,진열대를 추가하면 매장에서 판매할 수 있는 메뉴를 추가할 수 있어요. \n진열대는 5개까지 추가할 때마다  판매할 수 있는 메뉴가 증가합니다. <color=#e77e18>판매할 수 있는 메뉴</color>의 최대 개수 역시 <color=#e77e18>5개</color>랍니다.
GC000169,169,GP18,Title,11,GP18_11TextKey,진열대 추가하기
GC000170,170,GP18,Desc,12,GP18_12TextKey,"진열대를 5개까지 설치하고 나면 <color=#e77e18>진열대 세트 설치</color> 업그레이드를 통해 10개, 15개 단위로 추가 배치할 수 있어요. \n진열대 5개는 한 세트로 관리하며, 각 진열대에는 세팅한 메뉴 5개가 순서대로 <color=#e77e18>자동 지정</color>됩니다. 츄츄들이 주방에서 조리한 버거를 진열대에 보관하고, 서빙에 필요한 만큼 꺼내갑니다."
GC000171,171,GP19,Title,1,GP19_1TextKey,평판이란?
GC000172,172,GP19,Desc,2,GP19_2TextKey,"평판은 손님들이 가게를 어떻게 평가하고 있는가를 보여주는 지표에요. \n평판이 높을수록 더 많은 손님들이 가게를 찾아오게 돼요. 다만 가게에 들어와 주문할지는 매장이 충분히 매력이 있어야 한다는 점을 주의하세요. \n\n테이크아웃 전문점인 만큼 <color=#e77e18>시간</color>은 매우 중요합니다! 손님들이 얼마나 오래 기다렸는지에 따라 <color=#e77e18>별점 리뷰</color>가 달라지는데, 오래 기다리면 평점이 깎이고, 주문한 버거가 빨리 나온다면 평판이 올라갑니다. \n\n손님의 리뷰 외에도 <color=#e77e18>출장</color>이나 <color=#e77e18>의뢰</color>와 같은 대외 활동을 통해 가게의 평판을 올릴 수 있답니다. 외부에서 가게의 평판을 높이기 위해 적극적인 활동을 펼쳐보세요! \n\n평판이 떨어지면 가게를 방문하는 손님들이 줄어들게 됩니다. 이는 매출에 직접적인 영향을 미치므로, 평판 관리는 매우 중요합니다. 고객들의 불만을 최소화하고, 평판을 유지하거나 높이기 위한 노력이 필요해요."
GC000173,173,GP19,Title,3,GP19_3TextKey,평판 관리가 어려워요.
GC000174,174,GP19,Desc,4,GP19_4TextKey,"평판 관리가 어렵다면 <color=#e77e18>경영 전략</color>을 활용해보세요. \n\n• <color=#e77e18>스크린 설치</color> : 매장에 대형 스크린을 설치하여 손님들이 기다리는 동안 볼거리를 제공하면, 손님들이 기다리는 시간을 즐길 수 있어요. 이로 인해 기다림에 대한 불만이 줄어들고, <color=#129ccf>별점 평가의 기준 시간이 늘어나</color> 평판 관리에 도움이 됩니다. \n\n• <color=#e77e18>할인 쿠폰</color> : 만약 손님이 오래 기다려 불만족스러워한다면, 사과의 의미로 할인 쿠폰을 제공해보세요. 화가 난 손님들도 할인 쿠폰을 받으면 마음이 누그러지며, 낮은 별점이 들어도 <color=#129ccf>평판이 깎이는 점수가 줄어듭니다.</color> \n\n• <color=#e77e18>바이럴 마케팅</color> : 가게의 평판을 더 빠르게 올리고 싶다면, 바이럴 마케팅 전략을 활용해 보세요. 출장, 의뢰와 같은 대외 활동을 하면 평판이 오릅니다. 하지만 바이럴 마케팅 전략을 설정하면 <color=#129ccf>평판이 더 많이 오릅니다.</color> 손님들 사이에서 입소문이 퍼지듯, 가게의 인기가 높아지면  더 많은 손님들이 찾아올 거예요!"
GC000175,175,GP20,Title,1,GP20_1TextKey,새로운 지역으로 출발!
GC000176,176,GP20,Desc,2,GP20_2TextKey,"새로운 지역에서 새로운 도전을 시작할 시간입니다. \n\n새로운 지역에서 <color=#e77e18>새 지점</color>을 열게 되면, <color=#e77e18>새싹 등급</color> 부터 시작해야 하고 그 지역에서 획득한 재화는 <color=#e77e18>모두 사라져요.</color> 
언제든 이전 지역을 다시 플레이할 수 있지만, 마찬가지로 새싹 등급부터 다시 시작해야 한다는 점을 기억하세요.  \n\n하지만! \n이전 지역에서 맛집 랭킹 1등을 달성하고 얻은 <color=#129ccf>SP</color>는 계속해서 쌓이고, 획득한 <color=#129ccf>사이드 메뉴</color>는 사라지지 않아요.  \n다음 지역으로 넘어가서 츄슐랭 7성 버거 가게 오너가 되기 위한 여정을 시작하세요!"
GC000177,177,GP20,Title,3,GP20_3TextKey,지역 특징
GC000178,178,GP20,Desc,4,GP20_4TextKey,"각 지역에는 저마다 특징이 있습니다. \n적을 알고 나를 알면, 백 번 싸워서 백 번 이긴다는 말처럼, 많은 경험을 가진 사람은 어떤 상황에서도 성공할 수 있죠! \n각 <color=#e77e18>지역의 특징</color>을 살펴보고 나만의 <color=#129ccf>경영 전략</color>을 세워서 지역을 공략해 보세요!"
GC000179,179,GP20,Title,5,GP20_5TextKey,지역 특산물과 프로모션 재료
GC000180,180,GP20,Desc,6,GP20_6TextKey,지역마다 <color=#e77e18>특산물</color>이 존재해요. 각 지역의 특산물은 <color=#129ccf>맛 점수와 가격</color>이 다른 지역에서보다 더 높아요! \n사장님은 <color=#e77e18>프로모션 재료</color>를 설정할 수 있어요. \n사장님이 지정한 프로모션 재료는 특산물처럼 맛 점수와 가격이 높아집니다. \n지역 특산물과 프로모션 재료를 전략적으로 활용해 더 맛있는 레시피를 만들어보세요!
GC000181,181,GP20,Title,7,GP20_7TextKey,창업 멤버
GC000182,182,GP20,Desc,8,GP20_8TextKey,"새로운 지점의 시작을 함께 이끌어갈 <color=#e77e18>창업 멤버</color>를 선택합니다. \n주방을 맡아줄 조리 츄츄, 계산대를 맡아줄 서빙 츄츄를 하나씩 선발하세요! \n<color=#e77e18>도감</color>에 등록한 츄츄 중에 사장님이 원하는 츄츄를 선택할 수 있어요. "
GC000183,183,GP20,Title,9,GP20_9TextKey,지역에서 만날 수 있는 츄츄
GC000184,184,GP20,Desc,10,GP20_10TextKey,"<color=#e77e18>모든 지역</color>에서 만날 수 있는 츄츄도 있지만, <color=#e77e18>특정 지역</color>에서만 만날 수 있는 특별한 츄츄들도 있어요! 
<color=#e77e18>지역 모집</color>을 통해 새로운 츄츄와 계약하고 지역 도감을 완성해 보세요!"
GC000185,185,GP20,Title,11,GP20_11TextKey,지역 수집 진행도
GC000186,186,GP20,Desc,12,GP20_12TextKey,"완벽한 수집을 목표로 하시나요? 각 지역에서 만날 수 있는 <color=#e77e18>츄츄</color>와 얻을 수 있는 <color=#e77e18>재료</color>를 모두 도감에 등록하면, <color=#129ccf>지역 수집 진행도 100%</color>를 달성할 수 있어요! 지역 수집 진행도는 <color=#e77e18>지역 정보</color>에서 확인할 수 있답니다. \n\n다음 지역으로 넘어가더라도 지역 수집 진행도는 계속 유지돼요! \n하지만, 이 지역을 다시 플레이할 때는 새싹 등급부터 시작하게 되니 신중하게 결정해주세요! "
GC000187,187,GP20,Title,13,GP20_13TextKey,경영 전략
GC000188,188,GP20,Desc,14,GP20_14TextKey,"새로운 지역이라고 해도, 사장님의 경영 노하우는 결코 사라지지 않아요! 걱정하지 마세요. 이전 지역에서 얻은 <color=#e77e18>SP</color>를 투자해 <color=#e77e18>경영 전략</color>을 세우고, 새 지역에서의 성공을 이끌어 보세요!  \n\n각 지역에는 추천 경영 전략이 있으니 참고해 보세요. 하지만 정답은 없어요!  \n하늘이 무너져도 솟아날 구멍은 있기 마련이니, 사장님의 노하우만 있다면 어떤 난관도 극복할 수 있어요!  \n\n경영 전략은 지역으로 출발할 때 한 번만 설정할 수 있고, 한 번 설정 후엔 변경할 수 없어요. 변경하려면 지점 개설을 다시 해야 한다는 점, 기억해 주세요! "
GC000189,189,GP20,Title,15,GP20_15TextKey,사이드 메뉴
GC000190,190,GP20,Desc,16,GP20_16TextKey,"사이드 메뉴는 <color=#e77e18>레시피에 특별한 효과</color>를 추가해 주는 아이템이에요! \n각 지점마다 사이드 메뉴는 <color=#129ccf>단 한 개만</color> 설정할 수 있으니, 전략적으로 선택하고 활용해 보세요!  \n\n또한, 각 지역에서 <color=#e77e18>맛집 랭킹 1등</color>을 달성하면 새로운 사이드 메뉴를 획득할 수 있어요! \n최고의 맛집을 목표로 도전해 보세요! "
GC000191,191,GP21,Title,1,GP21_1TextKey,재료란?
GC000192,192,GP21,Desc,2,GP21_2TextKey,전 세계에는 다양한 재료들이 있어요!  \n새로운 재료를 발견하면 재료 도감에서 <color=#129ccf>다이아</color> 보상을 받을 수 있어요!  \n\n재료 획득에 대한 보다 상세한 정보는 재료 상자 가이드를 참고해 주세요.
GC000193,193,GP21,Title,3,GP21_3TextKey,지역 특산물과 프로모션 재료
GC000194,194,GP21,Desc,4,GP21_4TextKey,지역마다 특산물이 존재해요. \n각 지역의 <color=#e77e18>특산물</color>은 맛 점수와 가격이 다른 지역에서보다 더 높아요!  \n\n사장님은 <color=#e77e18>프로모션 재료</color>를 설정할 수 있어요. \n사장님이 설정한 프로모션 재료는 특산물처럼 <color=#129ccf>맛 점수와 가격</color>이 높아집니다. \n\n지역 특산물과 프로모션 재료를 전략적으로 활용해 더 맛있는 레시피를 만들어보세요!
GC000195,195,GP21,Title,5,GP21_5TextKey,번이란?
GC000196,196,GP21,Desc,6,GP21_6TextKey,번은 버거 레시피를 만들 때 사용하는 빵입니다. \n새로운 빵을 발견하면 재료 도감에서 <color=#129ccf>다이아</color> 보상을 받을 수 있어요!  \n번 획득에 대한 보다 상세한 정보는 재료 상자 가이드를 참고해 주세요.
GC000197,197,GP21,Title,7,GP21_7TextKey,번 스킨이란?
GC000198,198,GP21,Desc,8,GP21_8TextKey,"번 스킨은 유니크한 메이플 캐릭터를 닮은 특별한 아이템이에요. \n<color=#e77e18>번 스킨</color>을 사용하면 레시피 판매 가격에 보너스 효과를 받을 수 있어요.  \n이 번 스킨을 사용한 레시피라면 <color=#129ccf>프리미엄 가격</color>을 붙여도 손님들이 사족을 못 써요!  \n\n<color=#e77e18>번 스킨 사용 방법</color> \n• 레시피 제작 마지막 단계에서 번 스킨을 적용할 수 있어요. \n• 번 스킨을 사용하면 맛 점수에는 영향을 주지 않지만, <color=#129ccf>판매 가격이 +5%</color> 상승해요!  \n• 번 스킨을 1개만 보유하면 언제든 레시피에 적용할 수 있어요.  \n\n<color=#e77e18>번 스킨 보유 효과</color> \n• 번 스킨을 보유하고 있으면 <color=#129ccf>번 스킨 1개마다 판매 가격이 +2%</color> 더 상승해요! \n• 예를 들어, 번 스킨 5개를 보유하고 번 스킨을 레시피에 사용하면 판매 가격이 15% 상승해요! \n\n버거에 어울리는 번 스킨을 사용해 <color=#129ccf>나만의 레시피</color>로 꾸미고 판매 수익도 높여보세요!"
GC000199,199,GP21,Title,9,GP21_9TextKey,번 스킨은 어떻게 얻을 수 있나요?
GC000200,200,GP21,Desc,10,GP21_10TextKey,"번 스킨은 대부분 <color=#129ccf>다이아</color>를 사용해 구매할 수 있어요. \n재료 도감에서 구매하거나 레시피 제작 중에도 구매할 수 있답니다.  \n<color=#e77e18>츄슐랭 패스</color> 상품의 구매 보상으로 획득할 수 있는 번 스킨도 있고, <color=#e77e18>황금통</color> 레벨 구매 보상으로 획득할 수 있는 번 스킨도 있어요."
GC000201,201,GP22,Title,1,GP22_1TextKey,츄츄란?
GC000202,202,GP22,Desc,2,GP22_2TextKey,츄츄 아일랜드에서 발견된 작은 생명체들이에요. 츄츄를 처음 발견한 건 츄츄 빌리지의 족장 리옹이라고 해요. 리옹은 섬의 이름을 따서 그들을 츄츄라고 부르기로 했대요. 츄츄 아일랜드의 다른 존재들처럼 기억은 없지만 저마다 꿈이 있고 행복을 좇아 하루하루를 열심히 살아가죠! \n작고 귀여운 이 친구들은 하나같이 부지런하고 알뜰한 면이 있어 다양한 업종의 사장님들이 직원으로 채용하는 것에 관심을 보이고 있어요.
GC000203,203,GP22,Title,3,GP22_3TextKey,지역 츄츄 수집
GC000204,204,GP22,Desc,4,GP22_4TextKey,"<color=#e77e18>모든 지역</color>에서 만날 수 있는 츄츄도 있지만, <color=#e77e18>특정 지역</color>에서만 만날 수 있는 특별한 츄츄들도 있어요! 모든 지역에서 만날 수 있는 츄츄와 특정 지역에서만 만날 수 있는 츄츄는 도감에서 탭으로 분류되어 있어요.  \n하나의 탭에 속한 모든 츄츄를 도감에 등록하면, 수집 보상으로 <color=#129ccf>다이아</color>를 받을 수 있어요!
<color=#e77e18>지역 모집</color>을 통해 새로운 츄츄와 계약하고 지역 도감을 완성해 보세요!"
GC000205,205,GP22,Title,5,GP22_5TextKey,세트 츄츄 수집
GC000206,206,GP22,Desc,6,GP22_6TextKey,"인연이 있는 츄츄들을 도감에 등록하고 같은 수준으로 성장시켜 보세요! \n같은 세트에 속한 츄츄들은 달성한 <color=#e77e18>세트 효과</color> 단계에 따라 <color=#e77e18>이동 속도</color>가 빨라지는 효과를 받습니다. \n세트 효과 뿐 아니라 세트 수집 보상으로 <color=#129ccf>다이아, 열쇠, 주문서</color> 등 추가 보상도 받을 수 있어요!"
GC000207,207,GP22,Title,7,GP22_7TextKey,전체 도감 수집
GC000208,208,GP22,Desc,8,GP22_8TextKey,"클로버는 츄츄가 가져다주는 행운의 상징이죠.  \n츄츄 도감의 수집율이 높아지면, <color=#129ccf>출장</color>과 <color=#129ccf>의뢰</color>에서 받는 <color=#129ccf>클로버</color> 획득량이 더 많아져요!  \n\n도감 수집율 높이는 방법 \n• 각 지역에서 <color=#e77e18>계약</color>한 츄츄들은 자동으로 도감에 등록돼요. \n• 츄츄에게 <color=#e77e18>의상</color>을 선물하면 도감 수집율이 더 많이 올라가요! \n\n츄츄들을 도감에 등록하고, 의상을 선물해서 더 많은 행운을 누려보세요! "
GC000209,209,GP23,Title,1,GP23_1TextKey,츄츄의 의상
GC000210,210,GP23,Desc,2,GP23_2TextKey,모든 츄츄는 <color=#e77e18>잠긴 수트 케이스</color>를 하나씩 가지고 있어요. \n걱정 마세요! <color=#e77e18>열쇠</color>만 있으면 케이스를 쉽게 열 수 있답니다.  \n츄츄 수트 케이스 열쇠는 특별 마차에서 구매할 수 있어요. \n\n의상을 입은 츄츄는 이동 속도가 한층 빨라집니다! \n츄츄에게 의상을 선물해서 매장을 더욱 효율적으로 운영해 보세요.
GC000211,211,GP23,Title,3,GP23_3TextKey,츄츄 의상 강화
